year,region,occ_code,occ_title,employment_level,wage_hourly_mean,wage_annual_mean,wage_hourly_median,wage_annual_median,wage_annual_pct10,wage_annual_pct90,employment_change_yoy_pct,wage_growth_yoy_pct,employment_change_5yr_cagr,wage_growth_5yr_cagr,contraction_flag_12mo
2024,FL,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",400.0,49.87,103740.0,45.67,94990.0,49990.0,179150.0,14.285714285714285,17.299864314789687,0.17316067631184096,0.10135192387100433,0
2015,FL,11-9021,Construction Managers,18020.0,43.42,90310.0,37.75,78520.0,45400.0,148830.0,,,,,
2016,FL,11-9021,Construction Managers,18090.0,45.46,94550.0,39.09,81310.0,51060.0,153360.0,0.388457269700333,4.694939652308714,,,0
2017,FL,11-9021,Construction Managers,22130.0,44.08,91690.0,38.46,80000.0,48320.0,147180.0,22.332780541735765,-3.0248545742993125,,,0
2018,FL,11-9021,Construction Managers,22070.0,45.27,94150.0,39.52,82200.0,49490.0,151590.0,-0.27112516945323095,2.6829534300359907,,,0
2019,FL,11-9021,Construction Managers,23820.0,47.52,98840.0,41.23,85750.0,51810.0,157790.0,7.92931581332125,4.981412639405204,,,0
2020,FL,11-9021,Construction Managers,22090.0,50.73,105530.0,44.18,91900.0,54440.0,170820.0,-7.2628043660789245,6.768514771347632,0.04156933634961435,0.031639635100580765,1
2021,FL,11-9021,Construction Managers,21540.0,49.89,103770.0,45.44,94520.0,58950.0,164760.0,-2.489814395654142,-1.6677721974793898,0.03552699854034569,0.01878386149977551,1
2022,FL,11-9021,Construction Managers,24710.0,56.93,118400.0,48.39,100660.0,60120.0,174750.0,14.716805942432684,14.098487038643153,0.022299777554373845,0.05246084089062997,0
2023,FL,11-9021,Construction Managers,26720.0,56.99,118530.0,49.49,102940.0,60380.0,177890.0,8.134358559287739,0.1097972972972973,0.0389791304014202,0.047132386556602235,0
2024,FL,11-9021,Construction Managers,28090.0,55.55,115550.0,49.67,103320.0,55540.0,184240.0,5.127245508982036,-2.5141314435164093,0.033527403923910626,0.03173328730145775,0
2015,FL,11-9031,"Education Administrators, Preschool and Childcare Center/Program",560.0,30.16,62720.0,27.87,57970.0,33890.0,107490.0,,,,,
2016,FL,11-9031,"Education Administrators, Preschool and Childcare Center/Program",640.0,29.94,62270.0,27.65,57510.0,33440.0,106800.0,14.285714285714285,-0.7174744897959184,,,0
2017,FL,11-9031,"Education Administrators, Preschool and Childcare Center/Program",1090.0,25.08,52160.0,22.89,47610.0,30720.0,81830.0,70.3125,-16.235747550987632,,,0
2018,FL,11-9031,"Education Administrators, Preschool and Childcare Center/Program",1700.0,23.26,48370.0,21.52,44760.0,29140.0,72350.0,55.96330275229357,-7.266104294478527,,,0
2019,FL,11-9031,"Education and Childcare Administrators, Preschool and Daycare",,21.66,45060.0,20.65,42940.0,26790.0,65100.0,,-6.843084556543312,,,
2020,FL,11-9031,"Education and Childcare Administrators, Preschool and Daycare",2710.0,21.56,44830.0,20.82,43310.0,27170.0,65240.0,,-0.5104305370616955,0.37074368185344486,-0.06495494489370601,
2021,FL,11-9031,"Education and Childcare Administrators, Preschool and Daycare",3830.0,23.04,47930.0,22.18,46120.0,29640.0,74680.0,41.32841328413284,6.9150122685701545,0.4302230071431705,-0.05100109208043846,0
2022,FL,11-9031,"Education and Childcare Administrators, Preschool and Daycare",4570.0,24.68,51330.0,22.54,46880.0,30660.0,77000.0,19.321148825065272,7.093678280826205,0.3319807255863878,-0.00320296772863804,0
2023,FL,11-9031,"Education and Childcare Administrators, Preschool and Daycare",4910.0,26.42,54950.0,22.68,47160.0,35760.0,81370.0,7.439824945295405,7.052406000389635,0.23630752923594311,0.025836911851020883,0
2024,FL,11-9031,"Education and Childcare Administrators, Preschool and Daycare",,27.61,57430.0,24.03,49990.0,37470.0,85850.0,,4.51319381255687,,0.04971046232261078,
2015,FL,11-9032,"Education Administrators, Elementary and Secondary School",4710.0,,91030.0,,90250.0,65540.0,122330.0,,,,,
2016,FL,11-9032,"Education Administrators, Elementary and Secondary School",4670.0,,93440.0,,92990.0,66980.0,126000.0,-0.8492569002123143,2.6474788531253433,,,0
2017,FL,11-9032,"Education Administrators, Elementary and Secondary School",,,89470.0,,91050.0,53270.0,124680.0,,-4.248715753424658,,,
2018,FL,11-9032,"Education Administrators, Elementary and Secondary School",,,83820.0,,84850.0,45800.0,120140.0,,-6.314965910361014,,,
2019,FL,11-9032,"Education Administrators, Kindergarten through Secondary",,,84530.0,,84430.0,46720.0,121850.0,,0.8470532092579336,,,
2020,FL,11-9032,"Education Administrators, Kindergarten through Secondary",,,87240.0,,87340.0,50100.0,124780.0,,3.20596238022004,,-0.008469169040805857,
2021,FL,11-9032,"Education Administrators, Kindergarten through Secondary",13770.0,,88910.0,,94120.0,58920.0,122860.0,,1.9142595139844107,0.24143336085678002,-0.009889750962156052,
2022,FL,11-9032,"Education Administrators, Kindergarten through Secondary",13490.0,,90390.0,,83150.0,59660.0,124870.0,-2.033405954974582,1.6646046563941066,,0.0020481482462411105,1
2023,FL,11-9032,"Education Administrators, Kindergarten through Secondary",14090.0,,94690.0,,87390.0,62700.0,129380.0,4.447739065974797,4.757163403031309,,0.02468715472429528,0
2024,FL,11-9032,"Education Administrators, Kindergarten through Secondary",15900.0,,94620.0,,87780.0,57220.0,129430.0,12.845990063875087,-0.07392544091245115,,0.022808703469289204,0
2015,FL,11-9033,"Education Administrators, Postsecondary",1190.0,58.33,121320.0,52.79,109790.0,71650.0,185670.0,,,,,
2016,FL,11-9033,"Education Administrators, Postsecondary",1270.0,60.57,125980.0,55.48,115400.0,68220.0,196400.0,6.722689075630252,3.841081437520607,,,0
2020,FL,11-9033,"Education Administrators, Postsecondary",9740.0,47.09,97950.0,40.24,83700.0,47190.0,166750.0,666.9291338582677,-22.24956342276552,,,0
2021,FL,11-9033,"Education Administrators, Postsecondary",13660.0,46.05,95780.0,45.39,94410.0,59830.0,124410.0,40.24640657084189,-2.2154160285860134,,,0
2022,FL,11-9033,"Education Administrators, Postsecondary",8860.0,48.74,101370.0,40.06,83320.0,60800.0,165110.0,-35.13909224011713,5.836291501357277,,,1
2023,FL,11-9033,"Education Administrators, Postsecondary",9090.0,51.12,106330.0,43.5,90480.0,63010.0,173400.0,2.595936794582393,4.892966360856269,0.5017698614734865,-0.026032012995380494,0
2024,FL,11-9033,"Education Administrators, Postsecondary",10630.0,49.33,102600.0,42.05,87470.0,60540.0,160830.0,16.94169416941694,-3.507946957584877,0.529487418029678,-0.04022562318271772,0
2015,FL,11-9039,"Education Administrators, All Other",1170.0,45.94,95560.0,44.15,91830.0,52190.0,144410.0,,,,,
2016,FL,11-9039,"Education Administrators, All Other",1210.0,46.53,96780.0,44.36,92280.0,53160.0,145940.0,3.418803418803419,1.2766848053578903,,,0
2017,FL,11-9039,"Education Administrators, All Other",1370.0,45.4,94430.0,40.94,85150.0,52860.0,144230.0,13.223140495867769,-2.428187642074809,,,0
2018,FL,11-9039,"Education Administrators, All Other",1330.0,42.48,88360.0,38.75,80610.0,46180.0,135540.0,-2.9197080291970803,-6.42804193582548,,,1
2019,FL,11-9039,"Education Administrators, All Other",1430.0,39.31,81770.0,34.53,71820.0,42620.0,134050.0,7.518796992481203,-7.458125848800362,,,0
2020,FL,11-9039,"Education Administrators, All Other",1380.0,38.24,79540.0,33.31,69280.0,42330.0,131130.0,-3.4965034965034967,-2.7271615506909623,0.03356702457817873,-0.0360336161799788,1
2021,FL,11-9039,"Education Administrators, All Other",1390.0,38.38,79830.0,34.38,71500.0,45770.0,123540.0,0.7246376811594203,0.36459642946944937,0.02812492035649572,-0.037776183162177235,0
2022,FL,11-9039,"Education Administrators, All Other",1830.0,34.65,72070.0,28.76,59810.0,35410.0,122660.0,31.654676258992804,-9.720656394839033,0.05961013722779107,-0.05260975966211234,0
2023,FL,11-9039,"Education Administrators, All Other",,34.24,71220.0,26.44,55000.0,33820.0,124760.0,,-1.1794089080061052,,-0.04221230675714338,
2024,FL,11-9039,"Education Administrators, All Other",,38.24,79540.0,36.58,76090.0,42200.0,128480.0,,11.682111766357766,,-0.005514814946959601,
2015,FL,11-9041,Architectural and Engineering Managers,6900.0,60.49,125810.0,57.56,119730.0,73230.0,185370.0,,,,,
2016,FL,11-9041,Architectural and Engineering Managers,6380.0,61.61,128140.0,58.83,122360.0,76050.0,187720.0,-7.536231884057972,1.8519990461807487,,,1
2017,FL,11-9041,Architectural and Engineering Managers,6520.0,61.95,128860.0,59.1,122930.0,79230.0,187200.0,2.19435736677116,0.5618854378024036,,,0
2018,FL,11-9041,Architectural and Engineering Managers,7030.0,62.43,129850.0,59.84,124460.0,75190.0,191260.0,7.822085889570553,0.7682756479900668,,,0
2019,FL,11-9041,Architectural and Engineering Managers,7520.0,65.38,135990.0,63.43,131920.0,80270.0,198640.0,6.970128022759601,4.728532922603003,,,0
2020,FL,11-9041,Architectural and Engineering Managers,7370.0,68.14,141720.0,66.1,137480.0,85570.0,205420.0,-1.9946808510638299,4.213545113611295,0.013266488136687293,0.02410195749486732,0
2021,FL,11-9041,Architectural and Engineering Managers,6570.0,70.33,146290.0,63.35,131770.0,95040.0,207930.0,-10.854816824966079,3.224668360146768,0.005886404216521868,0.026847580284077077,1
2022,FL,11-9041,Architectural and Engineering Managers,6740.0,75.06,156110.0,71.13,147960.0,100030.0,216810.0,2.5875190258751903,6.712693964044022,0.006659184220126901,0.03911238071661671,0
2023,FL,11-9041,Architectural and Engineering Managers,7160.0,78.95,164220.0,78.39,163050.0,102460.0,222340.0,6.231454005934718,5.1950547690730895,0.0036713780882950964,0.048085756040875394,0
2024,FL,11-9041,Architectural and Engineering Managers,7600.0,81.64,169810.0,80.61,167680.0,105290.0,225770.0,6.145251396648044,3.4039702837656804,0.002118663067695481,0.045421091127213264,0
2015,FL,11-9051,Food Service Managers,9000.0,32.44,67470.0,29.08,60490.0,40080.0,103600.0,,,,,
2016,FL,11-9051,Food Service Managers,9160.0,35.13,73070.0,31.06,64610.0,42180.0,118320.0,1.7777777777777777,8.299985178597895,,,0
2017,FL,11-9051,Food Service Managers,12300.0,32.05,66660.0,27.48,57160.0,30640.0,105430.0,34.27947598253275,-8.77241001779116,,,0
2018,FL,11-9051,Food Service Managers,15260.0,29.4,61160.0,25.5,53050.0,28910.0,98620.0,24.065040650406505,-8.25082508250825,,,0
2019,FL,11-9051,Food Service Managers,20150.0,27.84,57900.0,24.55,51060.0,30710.0,92470.0,32.04456094364351,-5.3302812295618045,,,0
2020,FL,11-9051,Food Service Managers,17410.0,28.04,58310.0,25.45,52940.0,31130.0,92780.0,-13.59801488833747,0.7081174438687392,0.14106728037403737,-0.028760210290408428,1
2021,FL,11-9051,Food Service Managers,17760.0,35.82,74510.0,28.88,60070.0,36550.0,157580.0,2.010338885697875,27.782541588063797,0.14158826965804172,0.003910718734825069,0
2022,FL,11-9051,Food Service Managers,17950.0,35.34,73500.0,30.26,62940.0,36600.0,129030.0,1.0698198198198199,-1.3555227486243457,0.07852910227438303,0.019728144393703184,0
2023,FL,11-9051,Food Service Managers,18860.0,34.92,72630.0,31.27,65050.0,43150.0,104550.0,5.069637883008356,-1.183673469387755,0.04327171002916175,0.034974652119303284,0
2024,FL,11-9051,Food Service Managers,21960.0,34.25,71240.0,30.6,63650.0,37020.0,106660.0,16.436903499469775,-1.9138097205011702,0.017352500985051478,0.04233919643407602,0
2015,FL,11-9061,Funeral Service Managers,240.0,46.58,96880.0,38.14,79320.0,40610.0,128120.0,,,,,
2016,FL,11-9061,Funeral Service Managers,250.0,55.13,114680.0,46.92,97590.0,44390.0,,4.166666666666666,18.37324525185797,,,0
2017,FL,11-9061,Funeral Service Managers,290.0,47.71,99240.0,36.78,76510.0,39140.0,197850.0,16.0,-13.4635507499128,,,0
2018,FL,11-9061,Funeral Service Managers,350.0,41.86,87070.0,33.95,70620.0,39240.0,135470.0,20.689655172413794,-12.263200322450626,,,0
2015,FL,11-9071,Gaming Managers,130.0,35.22,73250.0,29.92,62230.0,35010.0,125170.0,,,,,
2016,FL,11-9071,Gaming Managers,170.0,43.79,91070.0,36.11,75100.0,38380.0,128480.0,30.76923076923077,24.327645051194537,,,0
2017,FL,11-9071,Gaming Managers,230.0,45.37,94380.0,37.42,77840.0,51040.0,146550.0,35.294117647058826,3.63456681673438,,,0
2018,FL,11-9071,Gaming Managers,230.0,46.01,95690.0,38.18,79420.0,54350.0,146750.0,0.0,1.3880059334604788,,,0
2019,FL,11-9071,Gambling Managers,310.0,38.42,79910.0,33.51,69690.0,43980.0,129280.0,34.78260869565217,-16.490751384679694,,,0
2020,FL,11-9071,Gambling Managers,320.0,42.32,88020.0,36.38,75680.0,46070.0,139950.0,3.225806451612903,10.148917532223752,0.19740571108299543,0.037420312243943155,0
2021,FL,11-9071,Gambling Managers,190.0,42.28,87930.0,38.41,79880.0,46350.0,126760.0,-40.625,-0.10224948875255625,0.022494394759551506,-0.006992914622615087,1
2022,FL,11-9071,Gambling Managers,180.0,56.94,118440.0,45.25,94120.0,61700.0,216280.0,-5.263157894736842,34.69805527123849,-0.04784219046155758,0.04646253647616927,1
2023,FL,11-9071,Gambling Managers,110.0,56.72,117980.0,43.61,90700.0,53210.0,183580.0,-38.88888888888889,-0.3883823032759203,-0.1371546363718975,0.042769613959342756,1
2024,FL,11-9071,Gambling Managers,,47.6,99000.0,40.6,84450.0,59350.0,151110.0,,-16.087472452958128,,0.043774812911441474,
2021,FL,11-9072,"Entertainment and Recreation Managers, Except Gambling",2180.0,35.52,73870.0,29.57,61500.0,37140.0,124680.0,,,,,
2022,FL,11-9072,"Entertainment and Recreation Managers, Except Gambling",2670.0,39.89,82960.0,32.07,66710.0,40180.0,140360.0,22.477064220183486,12.305401380804115,,,0
2023,FL,11-9072,"Entertainment and Recreation Managers, Except Gambling",2170.0,41.13,85550.0,34.69,72150.0,43540.0,142060.0,-18.726591760299627,3.1219864995178397,,,1
2024,FL,11-9072,"Entertainment and Recreation Managers, Except Gambling",,41.79,86920.0,35.48,73790.0,42940.0,148720.0,,1.6014026884862653,,,
2015,FL,11-9081,Lodging Managers,3430.0,31.24,64980.0,26.44,55000.0,35220.0,104230.0,,,,,
2016,FL,11-9081,Lodging Managers,3380.0,30.7,63860.0,27.03,56220.0,34410.0,100350.0,-1.4577259475218658,-1.7236072637734685,,,0
2017,FL,11-9081,Lodging Managers,3750.0,28.89,60080.0,25.23,52480.0,31670.0,94440.0,10.946745562130179,-5.919198246163482,,,0
2018,FL,11-9081,Lodging Managers,3150.0,30.76,63970.0,23.88,49680.0,31860.0,106020.0,-16.0,6.474700399467377,,,1
2019,FL,11-9081,Lodging Managers,3990.0,29.92,62220.0,23.91,49730.0,32340.0,102930.0,26.666666666666668,-2.7356573393778336,,,0
2020,FL,11-9081,Lodging Managers,3240.0,31.65,65820.0,27.38,56940.0,34150.0,109170.0,-18.796992481203006,5.785920925747348,-0.011332682120484994,0.0025721449582345457,1
2021,FL,11-9081,Lodging Managers,3140.0,38.02,79080.0,29.74,61870.0,37120.0,125930.0,-3.0864197530864197,20.14585232452142,-0.014622617668682447,0.04368045205705151,1
2022,FL,11-9081,Lodging Managers,3360.0,41.52,86350.0,30.1,62610.0,38910.0,161410.0,7.006369426751593,9.19322205361659,-0.02172354317408065,0.07524265256836693,0
2023,FL,11-9081,Lodging Managers,3490.0,44.87,93340.0,36.82,76580.0,44190.0,160240.0,3.869047619047619,8.094962362478286,0.020711421950084796,0.0784953803250854,0
2024,FL,11-9081,Lodging Managers,4600.0,37.49,77980.0,30.92,64320.0,32100.0,135080.0,31.805157593123205,-16.455967430897793,0.02886166813811597,0.046190193451152384,0
2015,FL,11-9111,Medical and Health Services Managers,11860.0,54.05,112420.0,47.81,99450.0,65400.0,174680.0,,,,,
2016,FL,11-9111,Medical and Health Services Managers,12130.0,56.99,118540.0,49.7,103380.0,65930.0,192470.0,2.2765598650927488,5.443871197295855,,,0
2017,FL,11-9111,Medical and Health Services Managers,14440.0,54.72,113810.0,48.14,100120.0,60960.0,178960.0,19.0436933223413,-3.990214273662899,,,0
2018,FL,11-9111,Medical and Health Services Managers,,53.24,110750.0,46.03,95740.0,54850.0,182690.0,,-2.6886916791143136,,,
2019,FL,11-9111,Medical and Health Services Managers,,51.3,106710.0,44.62,92810.0,51220.0,177790.0,,-3.647855530474041,,,
2020,FL,11-9111,Medical and Health Services Managers,,52.95,110130.0,46.06,95810.0,52700.0,181280.0,,3.204947989879112,,-0.004107614856196595,
2021,FL,11-9111,Medical and Health Services Managers,30730.0,51.85,107850.0,47.08,97930.0,54400.0,167080.0,,-2.070280577499319,0.20431571062108067,-0.018724297604910678,
2022,FL,11-9111,Medical and Health Services Managers,32730.0,57.46,119520.0,48.9,101700.0,58580.0,205330.0,6.508298080052066,10.820584144645341,0.1778114241045361,0.009838751389832368,0
2023,FL,11-9111,Medical and Health Services Managers,35950.0,59.65,124070.0,50.15,104310.0,63980.0,205670.0,9.838069049801405,3.806894243641232,,0.02297403222794303,0
2024,FL,11-9111,Medical and Health Services Managers,40550.0,61.82,128580.0,51.1,106280.0,62860.0,205810.0,12.795549374130738,3.635044732812122,,0.0379911729616349,0
2015,FL,11-9121,Natural Sciences Managers,990.0,52.36,108910.0,48.12,100090.0,58390.0,160490.0,,,,,
2016,FL,11-9121,Natural Sciences Managers,950.0,50.75,105550.0,47.27,98330.0,53510.0,153240.0,-4.040404040404041,-3.085116150950326,,,1
2019,FL,11-9121,Natural Sciences Managers,2230.0,42.34,88070.0,37.05,77050.0,50700.0,141490.0,134.73684210526315,-16.56087162482236,,,0
2020,FL,11-9121,Natural Sciences Managers,2320.0,45.35,94320.0,41.39,86080.0,51870.0,148230.0,4.0358744394618835,7.096627682525264,,,0
2021,FL,11-9121,Natural Sciences Managers,3310.0,44.54,92650.0,37.71,78430.0,49200.0,151480.0,42.672413793103445,-1.770568278201866,,,0
2022,FL,11-9121,Natural Sciences Managers,,51.24,106590.0,39.84,82870.0,50170.0,200000.0,,15.045871559633028,,-0.004297171500250441,
2023,FL,11-9121,Natural Sciences Managers,,60.38,125580.0,44.47,92490.0,54250.0,,,17.81593019983113,,0.03536254072635048,
2024,FL,11-9121,Natural Sciences Managers,4330.0,62.03,129030.0,48.39,100640.0,59590.0,216230.0,,2.7472527472527473,0.14192243807928673,0.07937546047277566,
2015,FL,11-9131,Postmasters and Mail Superintendents,340.0,37.92,78870.0,38.29,79640.0,61410.0,100350.0,,,,,
2016,FL,11-9131,Postmasters and Mail Superintendents,360.0,38.64,80370.0,39.12,81360.0,62690.0,100340.0,5.88235294117647,1.901863826550019,,,0
2017,FL,11-9131,Postmasters and Mail Superintendents,360.0,39.9,82990.0,40.16,83530.0,65780.0,100510.0,0.0,3.2599228567873584,,,0
2018,FL,11-9131,Postmasters and Mail Superintendents,360.0,40.75,84760.0,40.76,84780.0,68070.0,102690.0,0.0,2.132787082781058,,,0
2019,FL,11-9131,Postmasters and Mail Superintendents,350.0,41.69,86720.0,41.42,86160.0,70450.0,104400.0,-2.7777777777777777,2.3124115148655027,,,1
2020,FL,11-9131,Postmasters and Mail Superintendents,360.0,42.49,88390.0,42.22,87810.0,71750.0,107750.0,2.857142857142857,1.9257380073800738,0.011497274155136239,0.02305329535387224,0
2021,FL,11-9131,Postmasters and Mail Superintendents,330.0,43.31,90070.0,42.92,89270.0,73860.0,107910.0,-8.333333333333332,1.9006674963231136,-0.017251730343853966,0.02305089320874454,1
2022,FL,11-9131,Postmasters and Mail Superintendents,340.0,44.29,92130.0,43.42,90310.0,76040.0,110720.0,3.0303030303030303,2.2871100255356946,-0.011366589361043511,0.02111595309947134,0
2023,FL,11-9131,Postmasters and Mail Superintendents,350.0,47.01,97780.0,45.67,94990.0,82640.0,116940.0,2.941176470588235,6.1326386627591445,-0.005618333193698977,0.028991570361742713,0
