year,region,occ_code,occ_title,employment_level,wage_hourly_mean,wage_annual_mean,wage_hourly_median,wage_annual_median,wage_annual_pct10,wage_annual_pct90,employment_change_yoy_pct,wage_growth_yoy_pct,employment_change_5yr_cagr,wage_growth_5yr_cagr,contraction_flag_12mo
2019,FL,25-1199,"Postsecondary Teachers, All Other",18400.0,,69050.0,,66790.0,42530.0,98040.0,13.230769230769232,12.386067708333332,,,0
2020,FL,25-1199,"Postsecondary Teachers, All Other",16430.0,,55880.0,,51340.0,22950.0,94210.0,-10.706521739130435,-19.07313540912382,0.022640889180803425,-0.02117023299804921,1
2021,FL,25-1199,"Postsecondary Teachers, All Other",6130.0,,70320.0,,62340.0,37480.0,98330.0,-62.69020085209982,25.841088045812455,-0.17562100086300747,0.023694357738637706,1
2022,FL,25-1199,"Postsecondary Teachers, All Other",5690.0,,65830.0,,61360.0,37150.0,100450.0,-7.177814029363784,-6.3850967007963595,-0.17590345531702967,0.017703594862233718,1
2023,FL,25-1199,"Postsecondary Teachers, All Other",7390.0,,72210.0,,63990.0,37870.0,106930.0,29.876977152899826,9.691629955947137,-0.14580266013555188,0.03283091193363186,0
2024,FL,25-1199,"Postsecondary Teachers, All Other",9210.0,,71710.0,,64250.0,35750.0,103620.0,24.62787550744249,-0.6924248719013987,-0.12926026881046038,0.007588513537838182,0
2015,FL,25-2011,"Preschool Teachers, Except Special Education",19740.0,13.02,27090.0,11.65,24240.0,18530.0,40590.0,,,,,
2016,FL,25-2011,"Preschool Teachers, Except Special Education",19160.0,13.21,27480.0,11.8,24540.0,18540.0,42750.0,-2.9381965552178317,1.4396456256921373,,,1
2017,FL,25-2011,"Preschool Teachers, Except Special Education",21380.0,13.14,27340.0,11.7,24350.0,18490.0,41680.0,11.586638830897703,-0.5094614264919942,,,0
2018,FL,25-2011,"Preschool Teachers, Except Special Education",25940.0,13.46,27990.0,11.89,24740.0,18950.0,42700.0,21.328344246959777,2.377468910021946,,,0
2019,FL,25-2011,"Preschool Teachers, Except Special Education",31060.0,13.84,28790.0,12.07,25110.0,19500.0,42830.0,19.737856592135696,2.85816362986781,,,0
2020,FL,25-2011,"Preschool Teachers, Except Special Education",29290.0,14.34,29820.0,12.38,25740.0,20150.0,44670.0,-5.698647778493239,3.5776311219173325,0.08211756021390815,0.01938849279650956,1
2021,FL,25-2011,"Preschool Teachers, Except Special Education",25900.0,14.37,29890.0,13.63,28350.0,22290.0,43450.0,-11.573916012290884,0.2347417840375587,0.062137767765579666,0.01695523744731453,1
2022,FL,25-2011,"Preschool Teachers, Except Special Education",23820.0,14.9,30990.0,13.7,28490.0,22480.0,41680.0,-8.03088803088803,3.6801605888256943,0.02184920468795859,0.02537945911947448,1
2023,FL,25-2011,"Preschool Teachers, Except Special Education",26600.0,16.35,34010.0,14.86,30900.0,24920.0,45920.0,11.670864819479428,9.745079057760568,0.00503765390353994,0.039730410730435484,0
2024,FL,25-2011,"Preschool Teachers, Except Special Education",34940.0,16.75,34830.0,16.48,34270.0,28170.0,44800.0,31.353383458646615,2.4110555718906204,0.02382160481974993,0.038824926454963604,0
2015,FL,25-2012,"Kindergarten Teachers, Except Special Education",11220.0,,46850.0,,45660.0,32820.0,63170.0,,,,,
2016,FL,25-2012,"Kindergarten Teachers, Except Special Education",11490.0,,46410.0,,45850.0,31290.0,62710.0,2.406417112299465,-0.9391675560298827,,,0
2017,FL,25-2012,"Kindergarten Teachers, Except Special Education",11210.0,,47790.0,,46900.0,32160.0,64240.0,-2.4369016536118364,2.9734970911441496,,,1
2018,FL,25-2012,"Kindergarten Teachers, Except Special Education",10680.0,,50400.0,,49680.0,32130.0,69430.0,-4.727921498661909,5.4613935969868175,,,1
2019,FL,25-2012,"Kindergarten Teachers, Except Special Education",9180.0,,56970.0,,56000.0,38330.0,78200.0,-14.04494382022472,13.035714285714286,,,1
2020,FL,25-2012,"Kindergarten Teachers, Except Special Education",8610.0,,57920.0,,57720.0,35810.0,80490.0,-6.209150326797386,1.6675443215727577,-0.05157704041871969,0.043335036049144904,1
2021,FL,25-2012,"Kindergarten Teachers, Except Special Education",8010.0,,59040.0,,60590.0,37280.0,78940.0,-6.968641114982578,1.9337016574585635,-0.06961543369925005,0.04931759714579842,1
2022,FL,25-2012,"Kindergarten Teachers, Except Special Education",9310.0,,58990.0,,57620.0,43950.0,79440.0,16.229712858926344,-0.08468834688346884,-0.03646207399674384,0.043009521659662875,0
2023,FL,25-2012,"Kindergarten Teachers, Except Special Education",8960.0,,60450.0,,55120.0,48080.0,79870.0,-3.7593984962406015,2.4749957619935583,-0.03451095275860494,0.03703437831166689,1
2024,FL,25-2012,"Kindergarten Teachers, Except Special Education",9450.0,,60090.0,,56870.0,47650.0,79040.0,5.46875,-0.5955334987593052,0.005814345444414393,0.010720785130080568,0
2015,FL,25-2021,"Elementary School Teachers, Except Special Education",71620.0,,47630.0,,46060.0,33940.0,63960.0,,,,,
2016,FL,25-2021,"Elementary School Teachers, Except Special Education",73190.0,,47610.0,,46420.0,34470.0,62980.0,2.192125104719352,-0.0419903422212891,,,0
2017,FL,25-2021,"Elementary School Teachers, Except Special Education",72560.0,,48340.0,,47200.0,34990.0,64000.0,-0.8607733296898482,1.5332913253518168,,,0
2018,FL,25-2021,"Elementary School Teachers, Except Special Education",75750.0,,50070.0,,48630.0,31900.0,73110.0,4.396361631753032,3.5788167149358707,,,0
2019,FL,25-2021,"Elementary School Teachers, Except Special Education",77170.0,,55210.0,,53540.0,32120.0,79640.0,1.8745874587458748,10.265628120631117,,,0
2020,FL,25-2021,"Elementary School Teachers, Except Special Education",73840.0,,57520.0,,56540.0,33150.0,82840.0,-4.3151483737203575,4.18402463321862,0.006123920119675885,0.03845494605566557,1
2021,FL,25-2021,"Elementary School Teachers, Except Special Education",63520.0,,61510.0,,60670.0,45250.0,79910.0,-13.976164680390033,6.936717663421418,-0.027942963323402514,0.05256641634882109,1
2022,FL,25-2021,"Elementary School Teachers, Except Special Education",66610.0,,59240.0,,58440.0,45660.0,78840.0,4.864609571788414,-3.6904568362867827,-0.016966242258051212,0.04150577107784903,0
2023,FL,25-2021,"Elementary School Teachers, Except Special Education",74030.0,,60370.0,,56850.0,48370.0,79420.0,11.139468548266027,1.9074949358541526,-0.00458307111732259,0.03812277001425679,0
2024,FL,25-2021,"Elementary School Teachers, Except Special Education",78630.0,,58870.0,,55550.0,46790.0,77080.0,6.213697149804133,-2.484677820109326,0.0037555395388388924,0.012920259861976646,0
2015,FL,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",32090.0,,48200.0,,46350.0,34690.0,64640.0,,,,,
2016,FL,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",31880.0,,48840.0,,47150.0,36080.0,64000.0,-0.6544094733561857,1.3278008298755186,,,0
2017,FL,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",31300.0,,49780.0,,48220.0,36590.0,65250.0,-1.819322459222083,1.9246519246519247,,,0
2018,FL,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",30110.0,,53140.0,,51300.0,39300.0,73100.0,-3.801916932907348,6.749698674166332,,,1
2019,FL,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",33600.0,,56640.0,,54750.0,38840.0,79450.0,11.590833610096315,6.586375611592022,,,0
2020,FL,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",34530.0,,59820.0,,57280.0,39980.0,84940.0,2.767857142857143,5.614406779661017,0.014764749010499179,0.04414274227264414,0
2021,FL,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",32700.0,,60280.0,,60000.0,38620.0,80660.0,-5.299739357080799,0.7689735874289535,0.005092166027524714,0.04298849461001608,1
2022,FL,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",34130.0,,58700.0,,51050.0,45440.0,79540.0,4.37308868501529,-2.6211015262110156,0.017462449590744722,0.03351466116883972,0
2023,FL,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",33180.0,,59060.0,,52090.0,47910.0,78620.0,-2.7834749487254613,0.6132879045996593,0.01960774382401942,0.02134949502617145,1
2024,FL,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",32460.0,,58220.0,,51680.0,47120.0,75520.0,-2.1699819168173597,-1.4222824246528953,-0.006879726554051557,0.0055178654361021096,1
2015,FL,25-2023,"Career/Technical Education Teachers, Middle School",480.0,,55320.0,,52670.0,39260.0,78530.0,,,,,
2016,FL,25-2023,"Career/Technical Education Teachers, Middle School",380.0,,54330.0,,50620.0,39420.0,77630.0,-20.833333333333336,-1.7895878524945772,,,1
2017,FL,25-2023,"Career/Technical Education Teachers, Middle School",330.0,,55190.0,,51200.0,40540.0,79710.0,-13.157894736842104,1.582919197496779,,,1
2018,FL,25-2023,"Career/Technical Education Teachers, Middle School",360.0,,48150.0,,45380.0,28340.0,76070.0,9.090909090909092,-12.75593404602283,,,0
2019,FL,25-2023,"Career/Technical Education Teachers, Middle School",490.0,,56560.0,,53990.0,29850.0,89800.0,36.11111111111111,17.466251298027,,,0
2020,FL,25-2023,"Career/Technical Education Teachers, Middle School",470.0,,59040.0,,54950.0,29970.0,97760.0,-4.081632653061225,4.384724186704385,-0.004201829348156272,0.013101213311207172,1
2021,FL,25-2023,"Career/Technical Education Teachers, Middle School",470.0,,71660.0,,76010.0,48650.0,95570.0,0.0,21.375338753387535,0.043428878362918866,0.05693290733635581,0
2022,FL,25-2023,"Career/Technical Education Teachers, Middle School",740.0,,65880.0,,64220.0,47670.0,80040.0,57.446808510638306,-8.06586659224114,0.17528598132953155,0.03604504805612674,0
2023,FL,25-2023,"Career/Technical Education Teachers, Middle School",870.0,,65150.0,,62610.0,50380.0,79970.0,17.56756756756757,-1.1080752884031573,0.19300798468495173,0.062340223966526054,0
2024,FL,25-2023,"Career/Technical Education Teachers, Middle School",770.0,,66310.0,,63300.0,50330.0,79170.0,-11.494252873563218,1.7805065234075212,0.09460878422315755,0.03231901128963388,1
2015,FL,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",44020.0,,50550.0,,47950.0,36020.0,70460.0,,,,,
2016,FL,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",44070.0,,51610.0,,49550.0,38300.0,69550.0,0.11358473421172195,2.096933728981207,,,0
2017,FL,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",46920.0,,51800.0,,49520.0,38220.0,69210.0,6.466984343090537,0.36814570819608605,,,0
2018,FL,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",47960.0,,54120.0,,52120.0,39330.0,74020.0,2.2165387894288147,4.478764478764479,,,0
2019,FL,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",50640.0,,57880.0,,55620.0,37820.0,80670.0,5.587989991659716,6.947524020694752,,,0
2020,FL,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",48600.0,,61530.0,,60470.0,39190.0,86270.0,-4.028436018957346,6.306150656530753,0.019993128961898643,0.04009534106994517,1
2021,FL,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",50920.0,,64120.0,,60940.0,46640.0,95230.0,4.77366255144033,4.2093287827076225,0.029316818298994463,0.04436409129756447,0
2022,FL,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",49420.0,,63470.0,,61930.0,47600.0,82530.0,-2.945797329143755,-1.0137242669993762,0.010436317763909075,0.041472358010827604,1
2023,FL,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",45900.0,,64390.0,,62550.0,49830.0,84120.0,-7.122622420072846,1.4495037025366315,-0.008742007108135552,0.035361775978015375,1
2024,FL,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",47040.0,,61880.0,,59400.0,47360.0,79490.0,2.4836601307189543,-3.8981208262152514,-0.014640465582688722,0.013454735950559016,0
2015,FL,25-2032,"Career/Technical Education Teachers, Secondary School",7500.0,,50420.0,,48580.0,29860.0,74290.0,,,,,
2016,FL,25-2032,"Career/Technical Education Teachers, Secondary School",8090.0,,49970.0,,48830.0,27660.0,72790.0,7.866666666666666,-0.8925029750099168,,,0
2017,FL,25-2032,"Career/Technical Education Teachers, Secondary School",6980.0,,52200.0,,50170.0,36370.0,73120.0,-13.720642768850432,4.462677606563938,,,1
2018,FL,25-2032,"Career/Technical Education Teachers, Secondary School",5960.0,,52800.0,,51180.0,36820.0,73940.0,-14.613180515759314,1.1494252873563218,,,1
2019,FL,25-2032,"Career/Technical Education Teachers, Secondary School",5200.0,,60110.0,,56620.0,41790.0,87740.0,-12.751677852348994,13.84469696969697,,,1
2020,FL,25-2032,"Career/Technical Education Teachers, Secondary School",4610.0,,65230.0,,61980.0,43640.0,95330.0,-11.346153846153847,8.517717517883879,-0.09274800388248883,0.052855832749611364,1
2021,FL,25-2032,"Career/Technical Education Teachers, Secondary School",8330.0,,67970.0,,63670.0,47760.0,96330.0,80.6941431670282,4.200521232561705,0.005864071768157952,0.06346103996791408,0
2022,FL,25-2032,"Career/Technical Education Teachers, Secondary School",,,62650.0,,61350.0,47250.0,79490.0,,-7.826982492276004,,0.037170401439689194,
2023,FL,25-2032,"Career/Technical Education Teachers, Secondary School",11300.0,,65460.0,,61820.0,51920.0,84080.0,,4.485235434956105,0.13649214069524396,0.04392287861369182,
2024,FL,25-2032,"Career/Technical Education Teachers, Secondary School",10770.0,,62790.0,,61290.0,48750.0,79540.0,-4.6902654867256635,-4.078826764436297,0.15675789404892937,0.00876208591923211,1
2015,FL,25-2051,"Special Education Teachers, Preschool",2710.0,,48630.0,,46860.0,35300.0,64730.0,,,,,
2016,FL,25-2051,"Special Education Teachers, Preschool",3080.0,,48380.0,,46830.0,35410.0,63880.0,13.653136531365314,-0.5140859551717047,,,0
2017,FL,25-2051,"Special Education Teachers, Preschool",2860.0,,49300.0,,47590.0,35980.0,65480.0,-7.142857142857142,1.901612236461348,,,1
2018,FL,25-2051,"Special Education Teachers, Preschool",1230.0,,50120.0,,48200.0,36430.0,70230.0,-56.993006993006986,1.6632860040567952,,,1
2019,FL,25-2051,"Special Education Teachers, Preschool",1040.0,,51310.0,,48540.0,28250.0,77620.0,-15.447154471544716,2.3743016759776534,,,1
2020,FL,25-2051,"Special Education Teachers, Preschool",1280.0,,62200.0,,60630.0,32050.0,97980.0,23.076923076923077,21.223932956538686,-0.13930726777632618,0.05045444475578664,0
2021,FL,25-2051,"Special Education Teachers, Preschool",1530.0,,65940.0,,62040.0,38130.0,102230.0,19.53125,6.012861736334405,-0.1305829699293145,0.06388972804418858,0
2022,FL,25-2051,"Special Education Teachers, Preschool",2000.0,,60270.0,,58320.0,37850.0,91520.0,30.718954248366014,-8.598726114649681,-0.06903620323206716,0.041000299450386635,0
2023,FL,25-2051,"Special Education Teachers, Preschool",1600.0,,56720.0,,52100.0,39080.0,81300.0,-20.0,-5.890160942425751,0.05400573572878575,0.025049957512451204,1
2024,FL,25-2051,"Special Education Teachers, Preschool",2190.0,,52640.0,,50030.0,35000.0,72770.0,36.875,-7.193229901269394,0.16059890133089594,0.0051312443850564105,0
2015,FL,25-2052,"Special Education Teachers, Kindergarten and Elementary School",5080.0,,51060.0,,48210.0,36580.0,71670.0,,,,,
2016,FL,25-2052,"Special Education Teachers, Kindergarten and Elementary School",4500.0,,51620.0,,49830.0,38000.0,69670.0,-11.41732283464567,1.0967489228358793,,,1
2017,FL,25-2052,"Special Education Teachers, Kindergarten and Elementary School",4270.0,,53910.0,,51910.0,39860.0,74010.0,-5.111111111111112,4.436265013560636,,,1
2018,FL,25-2052,"Special Education Teachers, Kindergarten and Elementary School",5020.0,,60720.0,,60230.0,42930.0,79650.0,17.56440281030445,12.632164718976071,,,0
2019,FL,25-2052,"Special Education Teachers, Kindergarten and Elementary School",6910.0,,62950.0,,64040.0,40940.0,86430.0,37.64940239043825,3.6725955204216074,,,0
2020,FL,25-2052,"Special Education Teachers, Kindergarten and Elementary School",7190.0,,63950.0,,65400.0,40930.0,86850.0,4.052098408104197,1.5885623510722795,0.07194631491955805,0.046048804987704806,0
2021,FL,25-2052,"Special Education Teachers, Kindergarten and Elementary School",3720.0,,63720.0,,62730.0,37520.0,80660.0,-48.261474269819196,-0.3596559812353401,-0.03735516449890208,0.04301739960843198,1
2022,FL,25-2052,"Special Education Teachers, Kindergarten and Elementary School",7010.0,,57780.0,,58730.0,43970.0,78300.0,88.44086021505376,-9.322033898305085,0.10422615206476693,0.013961910764551222,0
2023,FL,25-2052,"Special Education Teachers, Kindergarten and Elementary School",9430.0,,58400.0,,52640.0,50110.0,78940.0,34.52211126961483,1.0730356524749047,0.13438792527541077,-0.007761173993438675,0
2024,FL,25-2052,"Special Education Teachers, Kindergarten and Elementary School",8450.0,,58980.0,,52700.0,50960.0,78560.0,-10.392364793213149,0.9931506849315069,0.041059933224750544,-0.01294396826726063,1
2015,FL,25-2053,"Special Education Teachers, Middle School",2490.0,,49930.0,,47190.0,36480.0,69500.0,,,,,
2016,FL,25-2053,"Special Education Teachers, Middle School",2000.0,,51320.0,,49010.0,37440.0,70520.0,-19.67871485943775,2.7838974564390147,,,1
2017,FL,25-2053,"Special Education Teachers, Middle School",2490.0,,53900.0,,51040.0,40490.0,74880.0,24.5,5.027279812938425,,,0
2018,FL,25-2053,"Special Education Teachers, Middle School",2490.0,,55050.0,,53820.0,40720.0,75390.0,0.0,2.1335807050092765,,,0
2015,FL,25-2054,"Special Education Teachers, Secondary School",2580.0,,52450.0,,48910.0,39290.0,73650.0,,,,,
2016,FL,25-2054,"Special Education Teachers, Secondary School",2240.0,,50450.0,,47950.0,36790.0,69180.0,-13.178294573643413,-3.813155386081983,,,1
2017,FL,25-2054,"Special Education Teachers, Secondary School",3970.0,,55270.0,,52520.0,39740.0,77800.0,77.23214285714286,9.554013875123884,,,0
2018,FL,25-2054,"Special Education Teachers, Secondary School",4660.0,,55080.0,,51610.0,40940.0,77110.0,17.38035264483627,-0.3437669621856342,,,0
2019,FL,25-2057,"Special Education Teachers, Middle School",3120.0,,58400.0,,55660.0,41490.0,81630.0,,,,,
2020,FL,25-2057,"Special Education Teachers, Middle School",2570.0,,59630.0,,56540.0,41020.0,85870.0,-17.628205128205128,2.106164383561644,,,1
2021,FL,25-2057,"Special Education Teachers, Middle School",1840.0,,65150.0,,63670.0,32560.0,95890.0,-28.404669260700388,9.257085359718262,,,1
2022,FL,25-2057,"Special Education Teachers, Middle School",1810.0,,63710.0,,62140.0,47080.0,83690.0,-1.6304347826086956,-2.210283960092095,,,0
2023,FL,25-2057,"Special Education Teachers, Middle School",1870.0,,63010.0,,58610.0,49320.0,83120.0,3.314917127071823,-1.098728614032334,,,0
2024,FL,25-2057,"Special Education Teachers, Middle School",2090.0,,59630.0,,59410.0,49010.0,76570.0,11.76470588235294,-5.3642279003332805,-0.07700714647487994,0.0041772832864228615,0
2019,FL,25-2058,"Special Education Teachers, Secondary School",4920.0,,56860.0,,53400.0,40840.0,80490.0,,,,,
2020,FL,25-2058,"Special Education Teachers, Secondary School",5810.0,,63060.0,,57950.0,41780.0,97150.0,18.089430894308943,10.903974674639464,,,0
2021,FL,25-2058,"Special Education Teachers, Secondary School",8400.0,,67760.0,,63670.0,47310.0,95890.0,44.57831325301205,7.453219156359022,,,0
2022,FL,25-2058,"Special Education Teachers, Secondary School",8650.0,,66220.0,,64830.0,46500.0,83530.0,2.976190476190476,-2.272727272727273,,,0
2023,FL,25-2058,"Special Education Teachers, Secondary School",7650.0,,64760.0,,63530.0,48710.0,82290.0,-11.560693641618498,-2.2047719722138326,,,1
2024,FL,25-2058,"Special Education Teachers, Secondary School",8250.0,,63220.0,,60570.0,48380.0,79390.0,7.8431372549019605,-2.378011117974058,0.10891375154467564,0.02143215916424257,0
2015,FL,25-2059,"Special Education Teachers, All Other",12200.0,,48600.0,,47890.0,24590.0,69570.0,,,,,
2016,FL,25-2059,"Special Education Teachers, All Other",14630.0,,51180.0,,48560.0,39710.0,68040.0,19.918032786885245,5.3086419753086425,,,0
2017,FL,25-2059,"Special Education Teachers, All Other",11310.0,,50290.0,,48510.0,39960.0,64160.0,-22.693096377306905,-1.7389605314576007,,,1
2018,FL,25-2059,"Special Education Teachers, All Other",7310.0,,51500.0,,49260.0,41550.0,66210.0,-35.36693191865606,2.40604493935176,,,1
2019,FL,25-2059,"Special Education Teachers, All Other",3490.0,,51690.0,,50360.0,28200.0,76160.0,-52.25718194254446,0.36893203883495146,,,1
2020,FL,25-2059,"Special Education Teachers, All Other",2920.0,,51830.0,,49380.0,28020.0,78270.0,-16.332378223495702,0.2708454246469337,-0.24871519675562015,0.012952283751235472,1
2021,FL,25-2059,"Special Education Teachers, All Other",4000.0,,68860.0,,71120.0,47910.0,92920.0,36.986301369863014,32.857418483503764,-0.22845167450665405,0.061141616668219934,0
2022,FL,25-2059,"Special Education Teachers, All Other",2620.0,,59380.0,,58050.0,29040.0,80540.0,-34.5,-13.7670636073192,-0.25360669146242754,0.0337885352738263,1
2023,FL,25-2059,"Special Education Teachers, All Other",2890.0,,61690.0,,55370.0,32550.0,86850.0,10.305343511450381,3.890198720107781,-0.16939203163555105,0.036767818740143454,0
2024,FL,25-2059,"Special Education Teachers, All Other",1630.0,,58900.0,,56930.0,33180.0,82270.0,-43.59861591695502,-4.522613065326634,-0.1412387578872294,0.026459344027753406,1
2015,FL,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,2370.0,24.21,50350.0,22.51,46820.0,34260.0,71660.0,,,,,
2016,FL,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,2260.0,25.99,54050.0,23.58,49050.0,34450.0,75190.0,-4.641350210970464,7.348560079443893,,,1
2017,FL,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,5610.0,24.86,51710.0,23.43,48740.0,36510.0,68000.0,148.23008849557522,-4.329324699352451,,,0
2018,FL,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,,24.53,51020.0,23.47,48810.0,34700.0,67410.0,,-1.3343647263585379,,,
2019,FL,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",,24.45,50870.0,23.98,49870.0,34420.0,68570.0,,-0.29400235201881614,,,
2020,FL,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",1990.0,22.64,47090.0,21.07,43830.0,31750.0,67530.0,,-7.430705720463927,-0.03434732902636628,-0.013298375755093406,
2021,FL,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",1610.0,29.13,60590.0,29.14,60600.0,37520.0,83790.0,-19.09547738693467,28.668507114036952,-0.06557706949535347,0.02310698766547481,1
2022,FL,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",1540.0,27.65,57520.0,24.99,51980.0,37380.0,81450.0,-4.3478260869565215,-5.066842713319029,-0.22783240505583768,0.02152469008146851,1
2023,FL,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",3430.0,28.72,59740.0,28.04,58330.0,48910.0,79390.0,122.72727272727273,3.859527121001391,,0.03206001559508964,0
2024,FL,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",3190.0,27.44,57070.0,25.43,52900.0,45780.0,76710.0,-6.997084548104956,-4.469367258118514,,0.023267609007421086,1
2015,FL,25-3021,Self-Enrichment Education Teachers,14180.0,17.87,37170.0,15.15,31520.0,18440.0,62410.0,,,,,
2016,FL,25-3021,Self-Enrichment Education Teachers,13060.0,17.8,37020.0,15.11,31420.0,18550.0,62840.0,-7.898448519040903,-0.40355125100887806,,,1
2017,FL,25-3021,Self-Enrichment Education Teachers,12550.0,18.01,37460.0,15.32,31870.0,18750.0,62390.0,-3.9050535987748853,1.1885467314964884,,,1
2018,FL,25-3021,Self-Enrichment Education Teachers,14170.0,19.31,40160.0,16.08,33440.0,19140.0,72520.0,12.908366533864543,7.207688200747464,,,0
2019,FL,25-3021,Self-Enrichment Teachers,12770.0,19.55,40670.0,16.72,34780.0,19460.0,72300.0,-9.880028228652083,1.2699203187250996,,,1
2020,FL,25-3021,Self-Enrichment Teachers,12000.0,19.86,41300.0,17.05,35460.0,19820.0,74710.0,-6.029757243539546,1.549053356282272,-0.03283403960035591,0.021295687600135116,1
2021,FL,25-3021,Self-Enrichment Teachers,9470.0,20.07,41740.0,17.68,36780.0,22640.0,70840.0,-21.083333333333336,1.0653753026634383,-0.062262334435257305,0.024290644537614536,1
2022,FL,25-3021,Self-Enrichment Teachers,13080.0,19.41,40370.0,17.03,35430.0,22660.0,62990.0,38.12038014783527,-3.2822232870148538,0.008307049728751625,0.01507514838394508,0
2023,FL,25-3021,Self-Enrichment Teachers,11610.0,22.34,46460.0,20.0,41600.0,24930.0,76230.0,-11.238532110091743,15.085459499628437,-0.03906840307028303,0.02957289417230835,1
2024,FL,25-3021,Self-Enrichment Teachers,10510.0,22.64,47100.0,21.78,45300.0,28210.0,68490.0,-9.474590869939707,1.3775290572535515,-0.0382053349864514,0.029791604683168993,1
2019,FL,25-3031,"Substitute Teachers, Short-Term",15810.0,13.87,28850.0,12.64,26300.0,18550.0,37290.0,,,,,
2020,FL,25-3031,"Substitute Teachers, Short-Term",19920.0,14.24,29620.0,13.1,27240.0,18890.0,38180.0,25.996204933586338,2.6689774696707103,,,0
2021,FL,25-3031,"Substitute Teachers, Short-Term",11310.0,19.65,40870.0,14.39,29940.0,19390.0,51810.0,-43.22289156626506,37.98109385550304,,,1
2022,FL,25-3031,"Substitute Teachers, Short-Term",11530.0,19.08,39680.0,14.57,30310.0,22880.0,55330.0,1.9451812555260832,-2.9116711524345487,,,0
2023,FL,25-3031,"Substitute Teachers, Short-Term",17760.0,20.71,43080.0,17.11,35580.0,25580.0,58170.0,54.03295750216826,8.568548387096774,,,0
2024,FL,25-3031,"Substitute Teachers, Short-Term",17330.0,20.3,42220.0,17.5,36400.0,27960.0,58070.0,-2.421171171171171,-1.9962859795728878,0.018528858400941095,0.07913177942950211,1
2021,FL,25-3041,Tutors,6870.0,19.82,41220.0,16.97,35290.0,19230.0,74680.0,,,,,
2022,FL,25-3041,Tutors,10190.0,20.63,42900.0,16.61,34540.0,22350.0,77730.0,48.32605531295487,4.075691411935954,,,0
2023,FL,25-3041,Tutors,11400.0,22.86,47540.0,18.77,39050.0,24350.0,80440.0,11.874386653581944,10.815850815850817,,,0
2024,FL,25-3041,Tutors,11580.0,22.59,46990.0,18.33,38120.0,26580.0,80320.0,1.5789473684210527,-1.1569204880100967,,,0
2015,FL,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",18320.0,,39420.0,,33160.0,19070.0,68310.0,,,,,
2016,FL,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",20290.0,,40940.0,,36680.0,19130.0,67980.0,10.753275109170305,3.8559107052257735,,,0
2017,FL,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",20370.0,,44750.0,,39150.0,19500.0,70660.0,0.39428289797930016,9.306301905227162,,,0
2018,FL,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",,,45080.0,,39890.0,20440.0,71850.0,,0.7374301675977654,,,
2019,FL,25-3097,"Tutors and Teachers and Instructors, All Other",24080.0,,44040.0,,37040.0,20170.0,71970.0,,-2.3070097604259097,,,
2020,FL,25-3097,"Tutors and Teachers and Instructors, All Other",23110.0,,45450.0,,39260.0,20810.0,79640.0,-4.028239202657807,3.2016348773841963,0.04755032331187703,0.028876987242201446,1
2015,FL,25-3098,Substitute Teachers,19490.0,11.64,24210.0,10.62,22090.0,17590.0,32440.0,,,,,
2016,FL,25-3098,Substitute Teachers,17400.0,12.21,25390.0,11.45,23820.0,17990.0,34460.0,-10.723447922011289,4.874019000413052,,,1
2017,FL,25-3098,Substitute Teachers,16050.0,12.4,25800.0,11.82,24590.0,18310.0,36590.0,-7.758620689655173,1.6148089799133518,,,1
