year,naics,naics_title,occ_code,occ_title,employment_level,wage_hourly_mean,wage_annual_mean,wage_hourly_median,wage_annual_median,wage_annual_pct10,wage_annual_pct90
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-1199,"Postsecondary Teachers, All Other",70.0,,56770.0,,55670.0,43510.0,73510.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-2011,"Preschool Teachers, Except Special Education",6660.0,16.65,34630.0,15.75,32750.0,21020.0,50950.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-2012,"Kindergarten Teachers, Except Special Education",60.0,,46890.0,,44500.0,26470.0,71770.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-2021,"Elementary School Teachers, Except Special Education",600.0,,55730.0,,53110.0,32480.0,85390.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",100.0,,59140.0,,58940.0,39540.0,78950.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-2032,"Career/Technical Education Teachers, Secondary School",1600.0,,40920.0,,30960.0,21250.0,73110.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-2051,"Special Education Teachers, Preschool",470.0,,52730.0,,50450.0,31500.0,80860.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-2052,"Special Education Teachers, Kindergarten and Elementary School",540.0,,57960.0,,58330.0,33250.0,84780.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-2053,"Special Education Teachers, Middle School",150.0,,64120.0,,61370.0,39250.0,94950.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-2054,"Special Education Teachers, Secondary School",790.0,,57350.0,,55810.0,36260.0,88400.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-2059,"Special Education Teachers, All Other",1840.0,,63480.0,,62930.0,42740.0,85740.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,4350.0,28.26,58790.0,26.37,54860.0,29000.0,96390.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-3021,Self-Enrichment Education Teachers,8290.0,17.31,36010.0,16.22,33730.0,19500.0,57220.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",25710.0,,64490.0,,62460.0,28550.0,94180.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-3098,Substitute Teachers,4510.0,15.13,31470.0,13.53,28150.0,19510.0,47730.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-4011,Archivists,1400.0,29.29,60930.0,26.95,56050.0,33910.0,94990.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-4012,Curators,2260.0,28.48,59250.0,26.31,54730.0,32120.0,93950.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-4013,Museum Technicians and Conservators,3740.0,23.3,48470.0,20.55,42740.0,26280.0,78740.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-4021,Librarians,42480.0,26.27,54630.0,25.3,52630.0,30600.0,80900.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-4031,Library Technicians,52360.0,15.93,33130.0,14.92,31030.0,19110.0,50050.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-9011,Audio-Visual and Multimedia Collections Specialists,270.0,21.55,44830.0,18.94,39400.0,28420.0,70400.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-9021,Farm and Home Management Advisors,1520.0,18.17,37800.0,15.24,31700.0,17960.0,63850.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-9031,Instructional Coordinators,13170.0,33.97,70660.0,33.75,70190.0,41090.0,100350.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-9041,Teacher Assistants,13620.0,,27230.0,,25250.0,18330.0,38500.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-9099,"Education, Training, and Library Workers, All Other",10350.0,21.88,45520.0,19.97,41530.0,26450.0,70450.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-1011,Art Directors,200.0,36.77,76490.0,37.0,76950.0,42480.0,113920.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-1012,Craft Artists,40.0,17.94,37320.0,16.67,34670.0,21180.0,57630.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",380.0,24.46,50870.0,23.47,48810.0,31110.0,75540.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-1014,Multimedia Artists and Animators,240.0,26.72,55580.0,25.73,53510.0,36020.0,78750.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-1019,"Artists and Related Workers, All Other",3140.0,36.65,76240.0,37.95,78940.0,35600.0,108980.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-1021,Commercial and Industrial Designers,50.0,35.67,74200.0,29.55,61470.0,40750.0,102310.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-1024,Graphic Designers,3820.0,30.86,64180.0,29.7,61770.0,38950.0,95340.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-1025,Interior Designers,380.0,36.22,75330.0,35.73,74320.0,58470.0,97320.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-1027,Set and Exhibit Designers,500.0,28.6,59480.0,28.15,58550.0,33380.0,85830.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-1029,"Designers, All Other",60.0,36.34,75590.0,38.51,80110.0,36190.0,118810.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-2011,Actors,30.0,9.73,,8.68,,,
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-2012,Producers and Directors,2100.0,34.08,70880.0,33.11,68860.0,41770.0,99920.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-2021,Athletes and Sports Competitors,200.0,,47630.0,,42570.0,19460.0,76560.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-2022,Coaches and Scouts,5260.0,,35850.0,,30800.0,18130.0,61310.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-2023,"Umpires, Referees, and Other Sports Officials",6420.0,,31530.0,,27470.0,17570.0,49460.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-2042,Musicians and Singers,290.0,30.12,,20.73,,,
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",110.0,20.6,,20.22,,,
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-3011,Radio and Television Announcers,60.0,,,,,,
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-3012,Public Address System and Other Announcers,40.0,14.36,29860.0,11.56,24050.0,17210.0,53980.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-3022,Reporters and Correspondents,90.0,20.85,43370.0,18.35,38160.0,27830.0,69750.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-3031,Public Relations Specialists,21240.0,31.51,65540.0,29.49,61340.0,35390.0,102920.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-3041,Editors,580.0,27.23,56630.0,24.81,51610.0,37540.0,82100.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-3042,Technical Writers,1660.0,34.66,72080.0,33.78,70260.0,44360.0,100370.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-3043,Writers and Authors,1830.0,36.58,76090.0,35.05,72910.0,42910.0,115030.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-3091,Interpreters and Translators,3480.0,25.3,52630.0,23.87,49640.0,28080.0,80210.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-3099,"Media and Communication Workers, All Other",910.0,27.02,56210.0,26.93,56020.0,27900.0,80180.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-4011,Audio and Video Equipment Technicians,1710.0,21.22,44140.0,20.11,41830.0,22630.0,71140.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-4012,Broadcast Technicians,1140.0,20.85,43370.0,17.11,35580.0,27710.0,75790.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-4013,Radio Operators,530.0,24.19,50310.0,24.76,51500.0,32910.0,68500.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-4014,Sound Engineering Technicians,80.0,21.98,45710.0,20.75,43170.0,21730.0,72900.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-4021,Photographers,460.0,26.29,54690.0,23.9,49720.0,32520.0,84030.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-4031,"Camera Operators, Television, Video, and Motion Picture",860.0,25.56,53160.0,25.59,53230.0,20310.0,84780.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-4032,Film and Video Editors,140.0,26.11,54310.0,22.01,45790.0,27910.0,81550.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",27-4099,"Media and Communication Equipment Workers, All Other",4850.0,39.6,82360.0,39.37,81890.0,54850.0,112010.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",29-1021,"Dentists, General",1630.0,75.66,157370.0,65.81,136890.0,103310.0,
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",29-1029,"Dentists, All Other Specialists",2160.0,74.59,155160.0,78.57,163420.0,68730.0,
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",29-1031,Dietitians and Nutritionists,9040.0,26.87,55900.0,26.68,55490.0,33670.0,78500.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",29-1051,Pharmacists,8630.0,51.25,106600.0,54.76,113910.0,62060.0,129150.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",29-1062,Family and General Practitioners,3090.0,90.47,188170.0,84.48,175710.0,100510.0,
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",29-1063,"Internists, General",140.0,90.35,187920.0,86.02,178930.0,111470.0,
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",29-1065,"Pediatricians, General",30.0,91.97,191290.0,84.78,176340.0,117670.0,
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",29-1066,Psychiatrists,2040.0,108.58,225860.0,,,148130.0,
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",29-1067,Surgeons,30.0,130.44,271320.0,,,146610.0,
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",29-1069,"Physicians and Surgeons, All Other",36060.0,97.24,202250.0,,,132130.0,
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",29-1071,Physician Assistants,2810.0,43.06,89560.0,43.88,91260.0,63720.0,111420.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",29-1081,Podiatrists,840.0,51.33,106760.0,57.31,119210.0,43830.0,157620.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",29-1122,Occupational Therapists,3110.0,36.03,74950.0,36.74,76430.0,48170.0,97620.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",29-1123,Physical Therapists,3760.0,38.96,81040.0,39.37,81880.0,60530.0,100930.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",29-1125,Recreational Therapists,3120.0,26.06,54200.0,26.68,55500.0,31700.0,76450.0
