year,naics,naics_title,occ_code,occ_title,employment_level,wage_hourly_mean,wage_annual_mean,wage_hourly_median,wage_annual_median,wage_annual_pct10,wage_annual_pct90
2020,42,Wholesale Trade,49-9095,Manufactured Building and Mobile Home Installers,,18.77,39030.0,20.0,41600.0,20210.0,50760.0
2020,42,Wholesale Trade,49-9096,Riggers,600.0,20.33,42300.0,19.07,39670.0,30640.0,60470.0
2020,42,Wholesale Trade,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",4080.0,15.83,32930.0,14.96,31120.0,20560.0,48710.0
2020,42,Wholesale Trade,49-9099,"Installation, Maintenance, and Repair Workers, All Other",24880.0,21.9,45540.0,19.98,41570.0,27080.0,68310.0
2020,42,Wholesale Trade,51-1011,First-Line Supervisors of Production and Operating Workers,26340.0,31.32,65150.0,29.52,61410.0,37240.0,100130.0
2020,42,Wholesale Trade,51-2021,"Coil Winders, Tapers, and Finishers",300.0,17.65,36710.0,17.02,35400.0,24660.0,50860.0
2020,42,Wholesale Trade,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",10360.0,18.84,39180.0,16.86,35070.0,24880.0,56530.0
2020,42,Wholesale Trade,51-2031,Engine and Other Machine Assemblers,1430.0,20.14,41890.0,18.63,38750.0,31440.0,59920.0
2020,42,Wholesale Trade,51-2041,Structural Metal Fabricators and Fitters,1950.0,20.58,42800.0,19.17,39880.0,30100.0,60920.0
2020,42,Wholesale Trade,51-2051,Fiberglass Laminators and Fabricators,140.0,17.17,35710.0,16.26,33830.0,27310.0,49400.0
2020,42,Wholesale Trade,51-2090,Miscellaneous Assemblers and Fabricators,58930.0,16.77,34890.0,15.46,32160.0,23600.0,50050.0
2020,42,Wholesale Trade,51-3011,Bakers,2360.0,14.75,30670.0,14.01,29150.0,22070.0,40160.0
2020,42,Wholesale Trade,51-3021,Butchers and Meat Cutters,4810.0,17.22,35820.0,16.46,34230.0,24970.0,50710.0
2020,42,Wholesale Trade,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",5790.0,16.03,33350.0,15.52,32280.0,22370.0,47030.0
2020,42,Wholesale Trade,51-3023,Slaughterers and Meat Packers,2280.0,14.55,30270.0,13.98,29080.0,21560.0,41270.0
2020,42,Wholesale Trade,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",640.0,17.9,37220.0,17.11,35600.0,23570.0,56850.0
2020,42,Wholesale Trade,51-3092,Food Batchmakers,5470.0,15.79,32850.0,14.77,30730.0,23760.0,46740.0
2020,42,Wholesale Trade,51-3093,Food Cooking Machine Operators and Tenders,660.0,13.91,28930.0,12.08,25130.0,23020.0,39130.0
2020,42,Wholesale Trade,51-3099,"Food Processing Workers, All Other",1640.0,14.81,30800.0,13.89,28890.0,23440.0,40650.0
2020,42,Wholesale Trade,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",950.0,17.78,36990.0,17.01,35370.0,26550.0,51900.0
2020,42,Wholesale Trade,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",780.0,18.34,38150.0,17.59,36580.0,26220.0,54060.0
2020,42,Wholesale Trade,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",11790.0,18.21,37880.0,17.45,36300.0,26540.0,52620.0
2020,42,Wholesale Trade,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,27.99,58210.0,28.98,60280.0,49850.0,66660.0
2020,42,Wholesale Trade,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1320.0,17.06,35480.0,15.81,32880.0,24330.0,49980.0
2020,42,Wholesale Trade,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",240.0,20.56,42760.0,19.82,41210.0,23850.0,62860.0
2020,42,Wholesale Trade,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",1130.0,19.42,40400.0,19.39,40330.0,28110.0,52240.0
2020,42,Wholesale Trade,51-4041,Machinists,12900.0,22.87,47570.0,21.97,45700.0,29200.0,67370.0
2020,42,Wholesale Trade,51-4051,Metal-Refining Furnace Operators and Tenders,430.0,17.72,36860.0,15.86,32980.0,27270.0,55050.0
2020,42,Wholesale Trade,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",1630.0,16.74,34810.0,15.18,31570.0,24900.0,50420.0
2020,42,Wholesale Trade,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5000.0,19.38,40310.0,17.85,37140.0,26370.0,61800.0
2020,42,Wholesale Trade,51-4111,Tool and Die Makers,690.0,26.52,55160.0,26.42,54950.0,35110.0,77790.0
2020,42,Wholesale Trade,51-4121,"Welders, Cutters, Solderers, and Brazers",17230.0,21.59,44910.0,20.26,42150.0,29410.0,64820.0
2020,42,Wholesale Trade,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",1180.0,19.58,40720.0,19.45,40450.0,28880.0,51550.0
2020,42,Wholesale Trade,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",340.0,20.53,42710.0,19.27,40080.0,28770.0,60360.0
2020,42,Wholesale Trade,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",150.0,18.76,39020.0,17.61,36620.0,26870.0,56250.0
2020,42,Wholesale Trade,51-4194,"Tool Grinders, Filers, and Sharpeners",390.0,18.84,39190.0,18.24,37940.0,23920.0,56590.0
2020,42,Wholesale Trade,51-4199,"Metal Workers and Plastic Workers, All Other",980.0,17.1,35560.0,16.62,34560.0,22370.0,50130.0
2020,42,Wholesale Trade,51-5111,Prepress Technicians and Workers,460.0,20.98,43650.0,20.78,43220.0,27840.0,62830.0
2020,42,Wholesale Trade,51-5112,Printing Press Operators,5400.0,18.39,38260.0,17.08,35530.0,26090.0,54370.0
2020,42,Wholesale Trade,51-5113,Print Binding and Finishing Workers,400.0,18.18,37810.0,18.23,37910.0,25780.0,50080.0
2020,42,Wholesale Trade,51-6011,Laundry and Dry-Cleaning Workers,350.0,12.32,25620.0,12.49,25980.0,18330.0,31860.0
2020,42,Wholesale Trade,51-6021,"Pressers, Textile, Garment, and Related Materials",150.0,12.08,25120.0,12.04,25050.0,17810.0,31900.0
2020,42,Wholesale Trade,51-6031,Sewing Machine Operators,5820.0,14.68,30530.0,13.97,29060.0,21010.0,41030.0
2020,42,Wholesale Trade,51-6041,Shoe and Leather Workers and Repairers,300.0,15.88,33040.0,14.08,29290.0,21090.0,55910.0
2020,42,Wholesale Trade,51-6051,"Sewers, Hand",150.0,13.75,28600.0,12.7,26410.0,20120.0,40660.0
2020,42,Wholesale Trade,51-6052,"Tailors, Dressmakers, and Custom Sewers",510.0,18.46,38400.0,16.05,33380.0,22880.0,60830.0
2020,42,Wholesale Trade,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",710.0,14.67,30510.0,14.34,29820.0,23060.0,40210.0
2020,42,Wholesale Trade,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",,11.55,24030.0,10.8,22470.0,18760.0,31960.0
2020,42,Wholesale Trade,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",70.0,14.29,29720.0,13.76,28630.0,22880.0,38520.0
2020,42,Wholesale Trade,51-6092,Fabric and Apparel Patternmakers,320.0,40.42,84080.0,38.85,80800.0,35180.0,139940.0
2020,42,Wholesale Trade,51-6093,Upholsterers,300.0,15.55,32340.0,15.63,32510.0,19040.0,44400.0
2020,42,Wholesale Trade,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",700.0,15.15,31520.0,14.4,29950.0,21760.0,44030.0
2020,42,Wholesale Trade,51-7011,Cabinetmakers and Bench Carpenters,1360.0,17.53,36450.0,16.27,33840.0,26280.0,52180.0
2020,42,Wholesale Trade,51-7021,Furniture Finishers,280.0,16.23,33760.0,15.16,31530.0,23160.0,47010.0
2020,42,Wholesale Trade,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",3410.0,15.88,33020.0,15.38,32000.0,19850.0,47790.0
2020,42,Wholesale Trade,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1850.0,15.53,32310.0,14.61,30390.0,22630.0,44790.0
2020,42,Wholesale Trade,51-7099,"Woodworkers, All Other",,16.99,35340.0,17.32,36030.0,27340.0,40740.0
2020,42,Wholesale Trade,51-8021,Stationary Engineers and Boiler Operators,30.0,31.21,64910.0,32.21,67000.0,46730.0,81420.0
2020,42,Wholesale Trade,51-8031,Water and Wastewater Treatment Plant and System Operators,140.0,26.5,55120.0,25.49,53020.0,31490.0,80870.0
2020,42,Wholesale Trade,51-8091,Chemical Plant and System Operators,1320.0,29.86,62120.0,28.84,59990.0,40140.0,88760.0
2020,42,Wholesale Trade,51-8092,Gas Plant Operators,220.0,25.09,52180.0,23.26,48380.0,35750.0,77280.0
2020,42,Wholesale Trade,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",2200.0,30.36,63150.0,29.37,61090.0,36070.0,96440.0
2020,42,Wholesale Trade,51-8099,"Plant and System Operators, All Other",530.0,22.71,47240.0,19.39,40330.0,28780.0,78150.0
2020,42,Wholesale Trade,51-9011,Chemical Equipment Operators and Tenders,620.0,23.82,49550.0,22.87,47560.0,30500.0,72430.0
2020,42,Wholesale Trade,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1100.0,19.99,41570.0,18.54,38570.0,24710.0,63460.0
2020,42,Wholesale Trade,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",2550.0,17.17,35720.0,16.25,33800.0,22340.0,51390.0
2020,42,Wholesale Trade,51-9022,"Grinding and Polishing Workers, Hand",690.0,20.18,41980.0,18.46,38400.0,21540.0,71810.0
2020,42,Wholesale Trade,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",8620.0,19.27,40080.0,18.19,37840.0,26160.0,58590.0
2020,42,Wholesale Trade,51-9031,"Cutters and Trimmers, Hand",460.0,15.79,32840.0,13.22,27500.0,19080.0,60560.0
2020,42,Wholesale Trade,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",2140.0,17.19,35760.0,16.58,34480.0,24070.0,50810.0
2020,42,Wholesale Trade,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",680.0,17.2,35770.0,16.05,33390.0,23410.0,49090.0
2020,42,Wholesale Trade,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",330.0,15.93,33130.0,14.85,30880.0,25710.0,45140.0
2020,42,Wholesale Trade,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",29670.0,20.9,43460.0,18.82,39150.0,26240.0,66820.0
2020,42,Wholesale Trade,51-9071,Jewelers and Precious Stone and Metal Workers,2960.0,28.22,58700.0,23.29,48440.0,28980.0,99260.0
2020,42,Wholesale Trade,51-9081,Dental Laboratory Technicians,,20.61,42870.0,15.34,31900.0,26750.0,76120.0
2020,42,Wholesale Trade,51-9082,Medical Appliance Technicians,840.0,23.13,48100.0,20.63,42920.0,28450.0,76050.0
2020,42,Wholesale Trade,51-9083,Ophthalmic Laboratory Technicians,2450.0,16.66,34650.0,15.44,32110.0,23370.0,49410.0
2020,42,Wholesale Trade,51-9111,Packaging and Filling Machine Operators and Tenders,24120.0,16.36,34030.0,15.32,31870.0,22420.0,49690.0
2020,42,Wholesale Trade,51-9123,"Painting, Coating, and Decorating Workers",300.0,15.12,31450.0,14.37,29890.0,19150.0,47870.0
2020,42,Wholesale Trade,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2940.0,18.9,39320.0,17.67,36750.0,26300.0,58310.0
2020,42,Wholesale Trade,51-9151,Photographic Process Workers and Processing Machine Operators,310.0,19.62,40800.0,16.34,33990.0,25080.0,67660.0
2020,42,Wholesale Trade,51-9161,Computer Numerically Controlled Tool Operators,2230.0,21.0,43670.0,19.62,40810.0,27980.0,63630.0
2020,42,Wholesale Trade,51-9162,Computer Numerically Controlled Tool Programmers,1400.0,29.14,60620.0,27.81,57840.0,35590.0,93120.0
2020,42,Wholesale Trade,51-9191,Adhesive Bonding Machine Operators and Tenders,320.0,16.8,34940.0,16.44,34190.0,24950.0,47710.0
2020,42,Wholesale Trade,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",640.0,14.36,29870.0,13.55,28190.0,22130.0,40170.0
2020,42,Wholesale Trade,51-9193,Cooling and Freezing Equipment Operators and Tenders,340.0,17.35,36090.0,15.37,31970.0,23120.0,56170.0
2020,42,Wholesale Trade,51-9194,Etchers and Engravers,540.0,19.76,41110.0,18.36,38190.0,26290.0,62020.0
2020,42,Wholesale Trade,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",1290.0,17.76,36950.0,17.3,35980.0,27260.0,50450.0
2020,42,Wholesale Trade,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",2550.0,16.88,35110.0,15.63,32510.0,23520.0,50810.0
2020,42,Wholesale Trade,51-9197,Tire Builders,,18.71,38920.0,17.65,36720.0,22470.0,60800.0
2020,42,Wholesale Trade,51-9198,Helpers--Production Workers,3510.0,15.58,32400.0,14.97,31140.0,21960.0,44910.0
2020,42,Wholesale Trade,51-9199,"Production Workers, All Other",15070.0,16.86,35060.0,15.44,32120.0,21410.0,51350.0
2020,42,Wholesale Trade,53-1041,Aircraft Cargo Handling Supervisors,160.0,22.29,46370.0,19.16,39840.0,34080.0,71600.0
2020,42,Wholesale Trade,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",76860.0,29.06,60430.0,28.07,58390.0,36480.0,86810.0
2020,42,Wholesale Trade,53-2011,"Airline Pilots, Copilots, and Flight Engineers",,,88670.0,,62210.0,54080.0,182780.0
2020,42,Wholesale Trade,53-2012,Commercial Pilots,470.0,,110850.0,,95800.0,49440.0,190220.0
2020,42,Wholesale Trade,53-3031,Driver/Sales Workers,99750.0,19.05,39630.0,18.56,38600.0,22740.0,57790.0
2020,42,Wholesale Trade,53-3032,Heavy and Tractor-Trailer Truck Drivers,224500.0,23.18,48210.0,22.31,46400.0,32180.0,67120.0
2020,42,Wholesale Trade,53-3033,Light Truck Drivers,166500.0,17.7,36810.0,16.89,35140.0,23550.0,52460.0
2020,42,Wholesale Trade,53-3058,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",1320.0,15.98,33230.0,13.88,28870.0,19910.0,53050.0
2020,42,Wholesale Trade,53-3099,"Motor Vehicle Operators, All Other",5730.0,19.01,39550.0,18.45,38380.0,21040.0,62530.0
2020,42,Wholesale Trade,53-5021,"Captains, Mates, and Pilots of Water Vessels",90.0,25.56,53160.0,26.47,55060.0,17690.0,101390.0
2020,42,Wholesale Trade,53-6021,Parking Attendants,3100.0,13.32,27700.0,13.39,27840.0,19800.0,33610.0
2020,42,Wholesale Trade,53-6031,Automotive and Watercraft Service Attendants,1150.0,14.19,29520.0,13.22,27490.0,20130.0,41690.0
2020,42,Wholesale Trade,53-6051,Transportation Inspectors,740.0,41.09,85470.0,39.61,82390.0,32070.0,146760.0
2020,42,Wholesale Trade,53-6098,"Aircraft Service Attendants and Transportation Workers, All Other",2690.0,19.13,39780.0,17.24,35860.0,24910.0,62720.0
2020,42,Wholesale Trade,53-7011,Conveyor Operators and Tenders,6250.0,17.04,35450.0,16.81,34970.0,23720.0,49370.0
2020,42,Wholesale Trade,53-7021,Crane and Tower Operators,5180.0,23.28,48420.0,20.7,43060.0,28440.0,75670.0
2020,42,Wholesale Trade,53-7041,Hoist and Winch Operators,80.0,23.52,48920.0,21.26,44220.0,25420.0,94840.0
2020,42,Wholesale Trade,53-7051,Industrial Truck and Tractor Operators,75550.0,18.68,38860.0,17.95,37340.0,27340.0,53170.0
2020,42,Wholesale Trade,53-7061,Cleaners of Vehicles and Equipment,9860.0,14.67,30520.0,13.88,28880.0,21290.0,41760.0
2020,42,Wholesale Trade,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",428570.0,16.87,35080.0,15.93,33140.0,24110.0,49720.0
2020,42,Wholesale Trade,53-7063,Machine Feeders and Offbearers,820.0,16.81,34970.0,16.36,34030.0,24840.0,48860.0
2020,42,Wholesale Trade,53-7064,"Packers and Packagers, Hand",54400.0,14.54,30240.0,14.0,29120.0,21860.0,40080.0
2020,42,Wholesale Trade,53-7065,Stockers and Order Fillers,234510.0,16.57,34470.0,15.67,32600.0,23370.0,49160.0
2020,42,Wholesale Trade,53-7071,Gas Compressor and Gas Pumping Station Operators,710.0,21.72,45190.0,20.98,43640.0,24880.0,72940.0
2020,42,Wholesale Trade,53-7072,"Pump Operators, Except Wellhead Pumpers",1060.0,24.74,51450.0,22.94,47720.0,29100.0,80970.0
2020,42,Wholesale Trade,53-7073,Wellhead Pumpers,,25.82,53700.0,24.06,50040.0,43310.0,67510.0
2020,42,Wholesale Trade,53-7081,Refuse and Recyclable Material Collectors,400.0,20.9,43470.0,18.01,37460.0,21990.0,94460.0
2020,42,Wholesale Trade,53-7121,"Tank Car, Truck, and Ship Loaders",1320.0,21.29,44280.0,18.73,38960.0,28310.0,65440.0
2020,42,Wholesale Trade,53-7199,"Material Moving Workers, All Other",2150.0,17.45,36300.0,15.44,32120.0,27070.0,52500.0
2020,51,Information,11-1011,Chief Executives,8220.0,110.29,229410.0,,,93080.0,
2020,51,Information,11-1021,General and Operations Managers,63570.0,71.91,149570.0,61.4,127720.0,54210.0,
2020,51,Information,11-2011,Advertising and Promotions Managers,2770.0,65.03,135260.0,57.25,119090.0,53790.0,
2020,51,Information,11-2021,Marketing Managers,27690.0,82.57,171740.0,76.93,160010.0,84880.0,
2020,51,Information,11-2022,Sales Managers,28610.0,81.07,168630.0,74.35,154660.0,78520.0,
2020,51,Information,11-2030,Public Relations and Fundraising Managers,3840.0,73.21,152270.0,65.64,136520.0,74260.0,
2020,51,Information,11-3010,Administrative Services and Facilities Managers,9290.0,59.61,123990.0,54.57,113500.0,65240.0,197980.0
2020,51,Information,11-3021,Computer and Information Systems Managers,54530.0,86.34,179580.0,80.18,166770.0,98510.0,
2020,51,Information,11-3031,Financial Managers,17850.0,86.2,179290.0,77.84,161920.0,91600.0,
2020,51,Information,11-3051,Industrial Production Managers,1090.0,60.26,125340.0,55.56,115570.0,69150.0,195000.0
2020,51,Information,11-3061,Purchasing Managers,1100.0,73.05,151940.0,68.86,143230.0,88300.0,
2020,51,Information,11-3071,"Transportation, Storage, and Distribution Managers",1120.0,60.25,125320.0,54.25,112850.0,60600.0,207840.0
2020,51,Information,11-3111,Compensation and Benefits Managers,580.0,74.65,155270.0,68.26,141980.0,87090.0,
2020,51,Information,11-3121,Human Resources Managers,6370.0,78.99,164300.0,72.0,149750.0,86550.0,
2020,51,Information,11-3131,Training and Development Managers,1870.0,65.64,136540.0,60.76,126380.0,80140.0,206440.0
2020,51,Information,11-9021,Construction Managers,940.0,63.05,131150.0,60.46,125760.0,77220.0,195940.0
2020,51,Information,11-9039,"Education Administrators, All Other",240.0,53.21,110670.0,49.83,103650.0,60000.0,171930.0
2020,51,Information,11-9041,Architectural and Engineering Managers,3600.0,83.39,173460.0,79.69,165760.0,108260.0,
2020,51,Information,11-9051,Food Service Managers,120.0,32.58,67770.0,32.08,66730.0,37600.0,101250.0
2020,51,Information,11-9111,Medical and Health Services Managers,190.0,,,,,,
2020,51,Information,11-9121,Natural Sciences Managers,40.0,75.46,156950.0,70.59,146820.0,86120.0,
2020,51,Information,11-9141,"Property, Real Estate, and Community Association Managers",540.0,55.68,115810.0,50.72,105490.0,53360.0,191920.0
2020,51,Information,11-9151,Social and Community Service Managers,40.0,40.87,85010.0,37.37,77720.0,52540.0,135050.0
2020,51,Information,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",16710.0,73.1,152050.0,67.19,139750.0,65920.0,
2020,51,Information,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",610.0,42.15,87670.0,33.74,70170.0,39160.0,158890.0
2020,51,Information,13-1020,Buyers and Purchasing Agents,8000.0,40.68,84610.0,39.65,82470.0,46960.0,127350.0
2020,51,Information,13-1031,"Claims Adjusters, Examiners, and Investigators",390.0,36.59,76100.0,38.02,79090.0,34790.0,111700.0
2020,51,Information,13-1041,Compliance Officers,4810.0,39.58,82320.0,38.3,79660.0,45740.0,126100.0
2020,51,Information,13-1051,Cost Estimators,680.0,40.81,84880.0,38.46,80010.0,46210.0,131670.0
2020,51,Information,13-1071,Human Resources Specialists,19150.0,41.65,86640.0,38.71,80530.0,47830.0,138210.0
2020,51,Information,13-1075,Labor Relations Specialists,530.0,39.36,81870.0,38.42,79910.0,54160.0,117320.0
2020,51,Information,13-1081,Logisticians,3950.0,41.57,86470.0,40.37,83970.0,49700.0,130260.0
2020,51,Information,13-1111,Management Analysts,22270.0,50.15,104300.0,46.52,96760.0,56460.0,167700.0
2020,51,Information,13-1121,"Meeting, Convention, and Event Planners",5340.0,33.02,68680.0,29.63,61620.0,32910.0,118450.0
2020,51,Information,13-1131,Fundraisers,1970.0,32.93,68490.0,29.69,61760.0,34860.0,108240.0
2020,51,Information,13-1141,"Compensation, Benefits, and Job Analysis Specialists",2950.0,40.43,84100.0,37.77,78560.0,50150.0,128740.0
2020,51,Information,13-1151,Training and Development Specialists,15450.0,37.06,77090.0,35.01,72830.0,43740.0,117890.0
2020,51,Information,13-1161,Market Research Analysts and Marketing Specialists,71810.0,43.18,89820.0,38.95,81020.0,42580.0,154660.0
2020,51,Information,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",64980.0,46.36,96440.0,44.31,92170.0,49800.0,151990.0
2020,51,Information,13-2011,Accountants and Auditors,34310.0,42.58,88570.0,39.09,81310.0,50820.0,139370.0
2020,51,Information,13-2020,Property Appraisers and Assessors,190.0,29.18,60700.0,26.74,55610.0,30050.0,103450.0
2020,51,Information,13-2031,Budget Analysts,1150.0,43.86,91220.0,42.87,89160.0,56830.0,131390.0
2020,51,Information,13-2041,Credit Analysts,760.0,38.67,80440.0,34.79,72370.0,45570.0,131230.0
2020,51,Information,13-2052,Personal Financial Advisors,110.0,,,,,,
2020,51,Information,13-2061,Financial Examiners,410.0,,,,,,
2020,51,Information,13-2072,Loan Officers,200.0,42.53,88470.0,38.19,79440.0,45870.0,149260.0
2020,51,Information,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",14370.0,48.06,99960.0,43.84,91180.0,56010.0,155410.0
2020,51,Information,15-1211,Computer Systems Analysts,37920.0,48.96,101830.0,46.36,96430.0,57480.0,158410.0
2020,51,Information,15-1212,Information Security Analysts,13570.0,52.98,110190.0,51.59,107310.0,59810.0,166100.0
2020,51,Information,15-1221,Computer and Information Research Scientists,4000.0,68.65,142790.0,69.39,144330.0,85940.0,197070.0
2020,51,Information,15-1231,Computer Network Support Specialists,36140.0,37.07,77100.0,34.94,72680.0,43010.0,122490.0
2020,51,Information,15-1232,Computer User Support Specialists,74370.0,28.99,60310.0,26.88,55900.0,33470.0,96140.0
2020,51,Information,15-1241,Computer Network Architects,27460.0,57.55,119710.0,57.14,118860.0,70430.0,171420.0
2020,51,Information,15-1244,Network and Computer Systems Administrators,34710.0,45.51,94670.0,43.1,89660.0,54590.0,145670.0
2020,51,Information,15-1245,Database Administrators and Architects,17040.0,52.35,108890.0,51.37,106850.0,59120.0,163500.0
2020,51,Information,15-1251,Computer Programmers,20750.0,55.62,115690.0,47.71,99230.0,53700.0,203710.0
2020,51,Information,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,264700.0,57.37,119330.0,56.73,117990.0,66310.0,173150.0
2020,51,Information,15-1257,Web Developers and Digital Interface Designers,36280.0,49.51,102980.0,45.14,93900.0,42740.0,186700.0
2020,51,Information,15-1299,"Computer Occupations, All Other",32070.0,48.56,101000.0,46.07,95820.0,45350.0,164470.0
2020,51,Information,15-2011,Actuaries,80.0,61.98,128910.0,61.96,128890.0,79160.0,190350.0
2020,51,Information,15-2031,Operations Research Analysts,5310.0,48.1,100050.0,45.3,94220.0,55890.0,149160.0
2020,51,Information,15-2041,Statisticians,1110.0,48.0,99840.0,47.88,99590.0,46250.0,156860.0
2020,51,Information,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",4960.0,54.59,113550.0,53.09,110420.0,50670.0,181580.0
2020,51,Information,17-1011,"Architects, Except Landscape and Naval",110.0,57.81,120250.0,57.68,119980.0,85920.0,155410.0
2020,51,Information,17-1022,Surveyors,80.0,,,,,,
2020,51,Information,17-2051,Civil Engineers,200.0,42.49,88390.0,39.19,81510.0,56380.0,133160.0
2020,51,Information,17-2061,Computer Hardware Engineers,6700.0,63.68,132450.0,60.89,126660.0,76870.0,194490.0
2020,51,Information,17-2071,Electrical Engineers,1740.0,49.99,103990.0,48.23,100320.0,65240.0,152530.0
2020,51,Information,17-2072,"Electronics Engineers, Except Computer",24060.0,51.64,107410.0,49.28,102500.0,70710.0,158220.0
2020,51,Information,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",50.0,51.78,107700.0,50.93,105920.0,73840.0,154670.0
2020,51,Information,17-2112,Industrial Engineers,2340.0,50.53,105100.0,49.73,103440.0,67480.0,151900.0
2020,51,Information,17-2141,Mechanical Engineers,280.0,49.46,102880.0,46.47,96670.0,63400.0,161890.0
2020,51,Information,17-2199,"Engineers, All Other",1770.0,48.68,101250.0,47.45,98690.0,56710.0,156250.0
2020,51,Information,17-3011,Architectural and Civil Drafters,80.0,32.86,68340.0,30.17,62740.0,43560.0,100040.0
2020,51,Information,17-3012,Electrical and Electronics Drafters,890.0,28.61,59510.0,28.03,58300.0,42410.0,80840.0
2020,51,Information,17-3013,Mechanical Drafters,50.0,30.51,63450.0,29.51,61380.0,46770.0,84300.0
2020,51,Information,17-3023,Electrical and Electronic Engineering Technologists and Technicians,2430.0,33.16,68980.0,32.55,67700.0,44130.0,97440.0
2020,51,Information,17-3026,Industrial Engineering Technologists and Technicians,180.0,30.19,62800.0,30.02,62430.0,39180.0,88720.0
2020,51,Information,17-3031,Surveying and Mapping Technicians,160.0,24.69,51350.0,24.87,51720.0,34560.0,67060.0
2020,51,Information,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",370.0,28.36,58990.0,28.69,59680.0,29270.0,85460.0
2020,51,Information,19-1042,"Medical Scientists, Except Epidemiologists",140.0,55.56,115570.0,55.14,114690.0,48850.0,186660.0
2020,51,Information,19-2021,Atmospheric and Space Scientists,1210.0,47.39,98580.0,45.07,93750.0,43400.0,154450.0
2020,51,Information,19-3011,Economists,170.0,60.44,125710.0,58.27,121200.0,77440.0,180360.0
2020,51,Information,19-3022,Survey Researchers,340.0,30.88,64220.0,26.58,55290.0,34270.0,108650.0
2020,51,Information,19-3099,"Social Scientists and Related Workers, All Other",50.0,37.8,78630.0,36.66,76260.0,50060.0,111270.0
2020,51,Information,19-4099,"Life, Physical, and Social Science Technicians, All Other",230.0,29.32,60980.0,28.06,58370.0,32690.0,95980.0
2020,51,Information,19-5011,Occupational Health and Safety Specialists,590.0,44.57,92710.0,45.03,93660.0,60210.0,126860.0
2020,51,Information,19-5012,Occupational Health and Safety Technicians,50.0,30.44,63320.0,29.39,61140.0,28400.0,104910.0
2020,51,Information,21-1012,"Educational, Guidance, and Career Counselors and Advisors",480.0,29.12,60560.0,29.89,62170.0,31400.0,95860.0
2020,51,Information,21-2099,"Religious Workers, All Other",90.0,22.02,45800.0,19.19,39910.0,22610.0,84590.0
2020,51,Information,23-1011,Lawyers,7760.0,87.93,182890.0,83.61,173900.0,72750.0,
