year,region,occ_code,occ_title,employment_level,wage_hourly_mean,wage_annual_mean,wage_hourly_median,wage_annual_median,wage_annual_pct10,wage_annual_pct90
2018,FL,51-4194,"Tool Grinders, Filers, and Sharpeners",100.0,16.98,35320.0,16.81,34960.0,22430.0,51640.0
2018,FL,51-4199,"Metal Workers and Plastic Workers, All Other",180.0,16.66,34660.0,14.58,30330.0,22660.0,52600.0
2018,FL,51-5111,Prepress Technicians and Workers,970.0,18.42,38320.0,17.56,36530.0,24220.0,56490.0
2018,FL,51-5112,Printing Press Operators,7830.0,16.17,33640.0,15.47,32170.0,19270.0,50410.0
2018,FL,51-5113,Print Binding and Finishing Workers,1320.0,14.63,30420.0,14.18,29490.0,19820.0,43310.0
2018,FL,51-6011,Laundry and Dry-Cleaning Workers,16810.0,10.93,22740.0,10.45,21740.0,18290.0,29130.0
2018,FL,51-6021,"Pressers, Textile, Garment, and Related Materials",2920.0,10.89,22660.0,10.53,21910.0,18230.0,29250.0
2018,FL,51-6031,Sewing Machine Operators,5930.0,13.01,27060.0,12.07,25110.0,18760.0,38060.0
2018,FL,51-6041,Shoe and Leather Workers and Repairers,610.0,,,,,,
2018,FL,51-6042,Shoe Machine Operators and Tenders,110.0,16.9,35140.0,13.55,28180.0,18390.0,48720.0
2018,FL,51-6051,"Sewers, Hand",90.0,13.33,27720.0,12.58,26170.0,20090.0,37500.0
2018,FL,51-6052,"Tailors, Dressmakers, and Custom Sewers",,13.85,28810.0,13.02,27080.0,18160.0,43910.0
2018,FL,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,,13.03,27100.0,12.61,26230.0,21280.0,35320.0
2018,FL,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",360.0,13.15,27360.0,12.99,27030.0,19410.0,36630.0
2018,FL,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",170.0,13.97,29060.0,12.29,25570.0,20220.0,39620.0
2018,FL,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",200.0,14.77,30720.0,14.23,29590.0,25110.0,39300.0
2018,FL,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",130.0,19.91,41420.0,18.55,38580.0,29530.0,59890.0
2018,FL,51-6092,Fabric and Apparel Patternmakers,290.0,15.61,32460.0,11.78,24510.0,17890.0,61490.0
2018,FL,51-6093,Upholsterers,1460.0,15.98,33240.0,15.07,31350.0,19620.0,50720.0
2018,FL,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",630.0,14.43,30020.0,12.88,26790.0,19860.0,47790.0
2018,FL,51-7011,Cabinetmakers and Bench Carpenters,5130.0,17.99,37420.0,17.31,35990.0,22960.0,55750.0
2018,FL,51-7021,Furniture Finishers,720.0,15.36,31950.0,14.33,29820.0,19110.0,48080.0
2018,FL,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",1330.0,13.78,28660.0,13.11,27260.0,20420.0,39100.0
2018,FL,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2370.0,14.02,29150.0,13.38,27830.0,19380.0,40520.0
2018,FL,51-7099,"Woodworkers, All Other",170.0,19.27,40080.0,18.39,38250.0,23480.0,57100.0
2018,FL,51-8012,Power Distributors and Dispatchers,310.0,35.37,73570.0,34.99,72780.0,46340.0,103990.0
2018,FL,51-8013,Power Plant Operators,1620.0,35.07,72950.0,35.7,74250.0,45270.0,99360.0
2018,FL,51-8021,Stationary Engineers and Boiler Operators,430.0,26.34,54790.0,25.91,53890.0,33030.0,78890.0
2018,FL,51-8031,Water and Wastewater Treatment Plant and System Operators,6340.0,23.42,48710.0,22.52,46840.0,31890.0,70020.0
2018,FL,51-8091,Chemical Plant and System Operators,930.0,28.4,59080.0,29.27,60880.0,35780.0,78750.0
2018,FL,51-8092,Gas Plant Operators,150.0,24.36,50660.0,25.77,53590.0,31450.0,66300.0
2018,FL,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",,24.44,50840.0,24.32,50590.0,41830.0,61330.0
2018,FL,51-8099,"Plant and System Operators, All Other",600.0,25.51,53060.0,25.5,53040.0,36240.0,69370.0
2018,FL,51-9011,Chemical Equipment Operators and Tenders,1310.0,22.15,46070.0,21.7,45130.0,26550.0,64840.0
2018,FL,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1240.0,19.11,39760.0,17.35,36090.0,23060.0,66800.0
2018,FL,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1000.0,17.92,37280.0,17.55,36510.0,25500.0,50010.0
2018,FL,51-9022,"Grinding and Polishing Workers, Hand",520.0,15.45,32130.0,14.49,30130.0,21680.0,46210.0
2018,FL,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",5350.0,16.11,33510.0,15.42,32070.0,22520.0,47440.0
2018,FL,51-9031,"Cutters and Trimmers, Hand",130.0,14.96,31120.0,13.9,28900.0,18230.0,49480.0
2018,FL,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",1190.0,16.16,33610.0,15.8,32860.0,22790.0,47020.0
2018,FL,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1250.0,16.79,34930.0,15.61,32470.0,22990.0,54420.0
2018,FL,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",500.0,14.61,30400.0,14.02,29160.0,20230.0,43140.0
2018,FL,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",16260.0,19.35,40250.0,17.24,35860.0,21250.0,65130.0
2018,FL,51-9071,Jewelers and Precious Stone and Metal Workers,1260.0,19.86,41300.0,18.36,38180.0,19710.0,61360.0
2018,FL,51-9081,Dental Laboratory Technicians,2800.0,19.76,41110.0,17.87,37160.0,23760.0,64130.0
2018,FL,51-9082,Medical Appliance Technicians,640.0,20.54,42720.0,18.97,39470.0,22470.0,64380.0
2018,FL,51-9083,Ophthalmic Laboratory Technicians,2830.0,15.62,32490.0,14.41,29980.0,21890.0,43340.0
2018,FL,51-9111,Packaging and Filling Machine Operators and Tenders,17760.0,13.6,28290.0,12.49,25970.0,18740.0,40450.0
2018,FL,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2490.0,16.66,34640.0,15.95,33170.0,21740.0,51360.0
2018,FL,51-9122,"Painters, Transportation Equipment",3150.0,20.67,42990.0,18.16,37770.0,26660.0,70490.0
2018,FL,51-9123,"Painting, Coating, and Decorating Workers",640.0,14.35,29840.0,12.99,27010.0,18500.0,49900.0
2018,FL,51-9141,Semiconductor Processors,160.0,19.54,40640.0,17.4,36190.0,27600.0,60260.0
2018,FL,51-9151,Photographic Process Workers and Processing Machine Operators,920.0,15.83,32930.0,13.94,28990.0,20830.0,52730.0
2018,FL,51-9191,Adhesive Bonding Machine Operators and Tenders,100.0,17.48,36370.0,15.11,31440.0,20520.0,59200.0
2018,FL,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",200.0,14.49,30150.0,14.24,29630.0,21090.0,39890.0
2018,FL,51-9193,Cooling and Freezing Equipment Operators and Tenders,200.0,15.7,32650.0,14.77,30720.0,19840.0,48320.0
2018,FL,51-9194,Etchers and Engravers,300.0,11.79,24530.0,9.33,19400.0,17740.0,32980.0
2018,FL,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",1870.0,14.17,29470.0,13.75,28600.0,19700.0,39910.0
2018,FL,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",2040.0,18.24,37940.0,16.54,34400.0,22250.0,59100.0
2018,FL,51-9197,Tire Builders,120.0,13.76,28620.0,12.42,25840.0,21150.0,39100.0
2018,FL,51-9198,Helpers--Production Workers,8200.0,13.29,27630.0,12.02,25010.0,19100.0,39610.0
2018,FL,51-9199,"Production Workers, All Other",8690.0,13.57,28220.0,11.59,24100.0,18330.0,44610.0
2018,FL,53-1011,Aircraft Cargo Handling Supervisors,420.0,27.11,56380.0,25.08,52160.0,35860.0,80680.0
2018,FL,53-1048,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",20380.0,26.53,55170.0,25.0,51990.0,30040.0,85270.0
2018,FL,53-2011,"Airline Pilots, Copilots, and Flight Engineers",4780.0,,188400.0,,163620.0,90160.0,
2018,FL,53-2012,Commercial Pilots,4170.0,,110540.0,,77430.0,38310.0,
2018,FL,53-2022,Airfield Operations Specialists,650.0,25.92,53920.0,26.3,54700.0,32480.0,73820.0
2018,FL,53-2031,Flight Attendants,8650.0,,62610.0,,58780.0,41040.0,87310.0
2018,FL,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",580.0,13.81,28730.0,12.14,25260.0,20160.0,42800.0
2018,FL,53-3021,"Bus Drivers, Transit and Intercity",11800.0,16.02,33320.0,14.69,30550.0,22700.0,48890.0
2018,FL,53-3022,"Bus Drivers, School or Special Client",20220.0,13.8,28700.0,13.54,28150.0,19470.0,39060.0
2018,FL,53-3031,Driver/Sales Workers,28850.0,12.18,25330.0,9.9,20580.0,18080.0,40090.0
2018,FL,53-3032,Heavy and Tractor-Trailer Truck Drivers,87960.0,20.2,42020.0,18.64,38780.0,25050.0,64410.0
2018,FL,53-3033,Light Truck or Delivery Services Drivers,55230.0,17.0,35370.0,15.06,31330.0,19570.0,60120.0
2018,FL,53-3041,Taxi Drivers and Chauffeurs,9880.0,12.21,25400.0,11.32,23550.0,18500.0,34160.0
2018,FL,53-3099,"Motor Vehicle Operators, All Other",1940.0,15.75,32760.0,14.65,30470.0,21170.0,47820.0
2018,FL,53-4011,Locomotive Engineers,1000.0,30.06,62520.0,29.16,60660.0,47030.0,84380.0
2018,FL,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",,26.39,54890.0,25.85,53760.0,34940.0,67160.0
2018,FL,53-4021,"Railroad Brake, Signal, and Switch Operators",,18.96,39450.0,17.44,36270.0,19580.0,63580.0
2018,FL,53-4031,Railroad Conductors and Yardmasters,980.0,29.93,62260.0,29.55,61460.0,44130.0,81390.0
2018,FL,53-4099,"Rail Transportation Workers, All Other",,23.95,49820.0,19.77,41130.0,25570.0,94540.0
2018,FL,53-5011,Sailors and Marine Oilers,3660.0,30.91,64300.0,17.85,37130.0,25790.0,193880.0
2018,FL,53-5021,"Captains, Mates, and Pilots of Water Vessels",6050.0,37.92,78880.0,29.85,62080.0,26370.0,133720.0
2018,FL,53-5022,Motorboat Operators,420.0,18.54,38550.0,18.34,38160.0,19090.0,62160.0
2018,FL,53-5031,Ship Engineers,1290.0,32.52,67650.0,30.05,62510.0,29850.0,113880.0
2018,FL,53-6011,Bridge and Lock Tenders,180.0,16.39,34090.0,15.41,32060.0,22650.0,50790.0
2018,FL,53-6021,Parking Lot Attendants,17320.0,10.5,21850.0,9.67,20120.0,17990.0,28780.0
2018,FL,53-6031,Automotive and Watercraft Service Attendants,4390.0,12.51,26020.0,11.35,23600.0,18950.0,37510.0
2018,FL,53-6041,Traffic Technicians,560.0,20.18,41970.0,19.62,40810.0,23570.0,61290.0
2018,FL,53-6051,Transportation Inspectors,1120.0,41.03,85340.0,39.98,83170.0,39190.0,130260.0
2018,FL,53-6061,"Transportation Attendants, Except Flight Attendants",2340.0,12.17,25320.0,10.81,22490.0,18480.0,37410.0
2018,FL,53-6099,"Transportation Workers, All Other",2410.0,17.91,37260.0,15.89,33040.0,20400.0,61060.0
2018,FL,53-7011,Conveyor Operators and Tenders,520.0,14.58,30330.0,13.79,28670.0,22420.0,41660.0
2018,FL,53-7021,Crane and Tower Operators,2560.0,26.64,55410.0,26.78,55700.0,33930.0,78090.0
2018,FL,53-7031,Dredge Operators,60.0,22.14,46050.0,21.98,45720.0,31080.0,62280.0
2018,FL,53-7032,Excavating and Loading Machine and Dragline Operators,2460.0,19.1,39720.0,18.1,37650.0,25260.0,58530.0
2018,FL,53-7041,Hoist and Winch Operators,90.0,23.96,49830.0,21.97,45700.0,27200.0,87180.0
2018,FL,53-7051,Industrial Truck and Tractor Operators,22640.0,17.53,36460.0,16.7,34750.0,23470.0,51500.0
2018,FL,53-7061,Cleaners of Vehicles and Equipment,27710.0,12.32,25630.0,11.1,23090.0,18480.0,36370.0
2018,FL,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",145920.0,14.12,29370.0,12.64,26300.0,19290.0,42160.0
2018,FL,53-7063,Machine Feeders and Offbearers,1100.0,14.15,29430.0,13.57,28230.0,20880.0,39830.0
2018,FL,53-7064,"Packers and Packagers, Hand",34040.0,11.3,23500.0,10.3,21420.0,18360.0,31710.0
2018,FL,53-7071,Gas Compressor and Gas Pumping Station Operators,30.0,23.89,49690.0,23.65,49200.0,26380.0,76690.0
2018,FL,53-7072,"Pump Operators, Except Wellhead Pumpers",360.0,20.93,43530.0,20.55,42740.0,28750.0,61470.0
2018,FL,53-7081,Refuse and Recyclable Material Collectors,5810.0,17.53,36460.0,17.26,35900.0,23550.0,50250.0
2018,FL,53-7121,"Tank Car, Truck, and Ship Loaders",90.0,19.11,39750.0,17.08,35530.0,23030.0,67350.0
2018,FL,53-7199,"Material Moving Workers, All Other",570.0,18.19,37840.0,15.76,32780.0,19740.0,69370.0
2019,US,11-1011,Chief Executives,205890.0,93.2,193850.0,88.68,184460.0,62290.0,
2019,US,11-1021,General and Operations Managers,2400280.0,59.15,123030.0,48.45,100780.0,45050.0,
2019,US,11-1031,Legislators,52280.0,,49440.0,,29270.0,17690.0,100470.0
2019,US,11-2011,Advertising and Promotions Managers,25100.0,68.22,141890.0,60.34,125510.0,61930.0,
2019,US,11-2021,Marketing Managers,263680.0,71.73,149200.0,65.79,136850.0,71010.0,
2019,US,11-2022,Sales Managers,402600.0,68.12,141690.0,60.89,126640.0,59810.0,
2019,US,11-2030,Public Relations and Fundraising Managers,79160.0,63.77,132630.0,55.86,116180.0,64790.0,
2019,US,11-3010,Administrative Services and Facilities Managers,307280.0,51.23,106550.0,46.61,96940.0,55210.0,166330.0
2019,US,11-3021,Computer and Information Systems Managers,433960.0,75.19,156390.0,70.37,146360.0,87480.0,
2019,US,11-3031,Financial Managers,654790.0,70.93,147530.0,62.45,129890.0,68370.0,
2019,US,11-3051,Industrial Production Managers,185790.0,55.34,115110.0,50.71,105480.0,65050.0,176070.0
2019,US,11-3061,Purchasing Managers,72100.0,61.73,128400.0,58.23,121110.0,71450.0,193400.0
2019,US,11-3071,"Transportation, Storage, and Distribution Managers",132040.0,49.67,103320.0,45.46,94560.0,55850.0,160500.0
2019,US,11-3111,Compensation and Benefits Managers,16900.0,64.52,134210.0,58.78,122270.0,69870.0,
2019,US,11-3121,Human Resources Managers,154800.0,62.29,129570.0,56.11,116720.0,68300.0,205720.0
2019,US,11-3131,Training and Development Managers,38510.0,59.36,123470.0,54.5,113350.0,64720.0,196070.0
2019,US,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",5060.0,38.63,80360.0,34.21,71160.0,37530.0,132760.0
2019,US,11-9021,Construction Managers,293380.0,50.48,105000.0,45.8,95260.0,56140.0,164790.0
2019,US,11-9031,"Education and Childcare Administrators, Preschool and Daycare",52360.0,25.81,53690.0,23.18,48210.0,30850.0,82590.0
2019,US,11-9032,"Education Administrators, Kindergarten through Secondary",271020.0,,100340.0,,96400.0,63070.0,148630.0
2019,US,11-9033,"Education Administrators, Postsecondary",144880.0,54.04,112400.0,45.87,95410.0,55320.0,194090.0
2019,US,11-9039,"Education Administrators, All Other",44550.0,44.3,92150.0,41.08,85450.0,46110.0,146190.0
2019,US,11-9041,Architectural and Engineering Managers,194250.0,73.52,152930.0,69.63,144830.0,92510.0,
2019,US,11-9051,Food Service Managers,235470.0,28.76,59820.0,26.6,55320.0,33210.0,93040.0
2019,US,11-9071,Gambling Managers,4450.0,40.72,84700.0,36.04,74970.0,47160.0,136650.0
2019,US,11-9081,Lodging Managers,38340.0,30.56,63570.0,26.17,54430.0,31380.0,105720.0
2019,US,11-9111,Medical and Health Services Managers,394910.0,55.37,115160.0,48.55,100980.0,58820.0,189000.0
2019,US,11-9121,Natural Sciences Managers,67720.0,69.93,145450.0,62.07,129100.0,66050.0,
2019,US,11-9131,Postmasters and Mail Superintendents,13850.0,37.6,78220.0,36.97,76900.0,65370.0,94880.0
2019,US,11-9141,"Property, Real Estate, and Community Association Managers",220750.0,34.48,71720.0,28.25,58760.0,31030.0,129160.0
2019,US,11-9151,Social and Community Service Managers,156460.0,35.05,72900.0,32.28,67150.0,41220.0,112480.0
2019,US,11-9161,Emergency Management Directors,10060.0,39.68,82530.0,35.86,74590.0,40430.0,141230.0
2019,US,11-9171,Funeral Home Managers,9400.0,45.78,95220.0,36.71,76350.0,44120.0,161870.0
2019,US,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",472060.0,57.07,118710.0,53.19,110630.0,53380.0,191340.0
2019,US,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",17060.0,46.72,97170.0,35.45,73740.0,37300.0,189420.0
2019,US,13-1020,Buyers and Purchasing Agents,421280.0,33.5,69680.0,30.95,64380.0,38230.0,107510.0
2019,US,13-1031,"Claims Adjusters, Examiners, and Investigators",287960.0,33.15,68940.0,32.11,66790.0,41100.0,100400.0
2019,US,13-1032,"Insurance Appraisers, Auto Damage",13750.0,31.85,66240.0,30.42,63270.0,44430.0,93720.0
2019,US,13-1041,Compliance Officers,317600.0,35.03,72850.0,33.2,69050.0,38920.0,109950.0
2019,US,13-1051,Cost Estimators,210000.0,34.31,71350.0,31.37,65250.0,39380.0,111350.0
2019,US,13-1071,Human Resources Specialists,633040.0,32.58,67760.0,29.77,61920.0,37180.0,105930.0
2019,US,13-1074,Farm Labor Contractors,160.0,29.84,62060.0,29.77,61910.0,33900.0,95990.0
2019,US,13-1075,Labor Relations Specialists,75580.0,34.55,71870.0,33.18,69020.0,19230.0,124380.0
2019,US,13-1081,Logisticians,182050.0,37.83,78680.0,35.94,74750.0,44020.0,120400.0
2019,US,13-1111,Management Analysts,709750.0,45.94,95560.0,40.99,85260.0,49700.0,154310.0
2019,US,13-1121,"Meeting, Convention, and Event Planners",117610.0,26.39,54880.0,24.33,50600.0,28590.0,86390.0
2019,US,13-1131,Fundraisers,81660.0,30.21,62830.0,27.87,57970.0,33530.0,100410.0
2019,US,13-1141,"Compensation, Benefits, and Job Analysis Specialists",89300.0,33.58,69840.0,31.04,64560.0,40140.0,105600.0
2019,US,13-1151,Training and Development Specialists,312450.0,31.56,65640.0,29.43,61210.0,32680.0,104200.0
2019,US,13-1161,Market Research Analysts and Marketing Specialists,678500.0,34.41,71570.0,30.67,63790.0,34350.0,122630.0
2019,US,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",1279390.0,38.57,80220.0,35.37,73570.0,39930.0,128420.0
2019,US,13-2011,Accountants and Auditors,1280700.0,38.23,79520.0,34.4,71550.0,44480.0,124450.0
2019,US,13-2020,Property Appraisers and Assessors,56320.0,30.58,63610.0,27.41,57010.0,31160.0,104540.0
2019,US,13-2031,Budget Analysts,51460.0,38.61,80300.0,36.8,76540.0,50230.0,116510.0
2019,US,13-2041,Credit Analysts,73930.0,40.83,84930.0,35.41,73650.0,43430.0,145840.0
2019,US,13-2052,Personal Financial Advisors,210190.0,57.35,119290.0,42.24,87850.0,42950.0,
2019,US,13-2053,Insurance Underwriters,100050.0,37.33,77640.0,33.67,70020.0,42360.0,124320.0
2019,US,13-2061,Financial Examiners,64550.0,44.39,92330.0,38.99,81090.0,43500.0,158200.0
2019,US,13-2071,Credit Counselors,32110.0,24.15,50230.0,22.09,45950.0,31670.0,76740.0
2019,US,13-2072,Loan Officers,308370.0,36.64,76200.0,30.42,63270.0,32560.0,132680.0
2019,US,13-2081,"Tax Examiners and Collectors, and Revenue Agents",53760.0,29.31,60960.0,26.39,54890.0,33090.0,101780.0
2019,US,13-2082,Tax Preparers,66670.0,23.82,49550.0,20.71,43080.0,21750.0,87060.0
2019,US,13-2098,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",458510.0,45.27,94160.0,39.22,81590.0,47230.0,156150.0
2019,US,15-1211,Computer Systems Analysts,589060.0,46.23,96160.0,43.71,90920.0,55180.0,147670.0
2019,US,15-1212,Information Security Analysts,125570.0,50.1,104210.0,47.95,99730.0,57810.0,158860.0
2019,US,15-1221,Computer and Information Research Scientists,30780.0,61.28,127460.0,59.06,122840.0,69990.0,189780.0
2019,US,15-1231,Computer Network Support Specialists,185430.0,33.1,68860.0,30.51,63460.0,38990.0,106420.0
2019,US,15-1232,Computer User Support Specialists,647330.0,27.19,56550.0,25.13,52270.0,32330.0,88470.0
2019,US,15-1241,Computer Network Architects,152420.0,55.34,115110.0,54.18,112690.0,64770.0,168390.0
2019,US,15-1244,Network and Computer Systems Administrators,354450.0,42.51,88410.0,40.15,83510.0,52370.0,132520.0
2019,US,15-1245,Database Administrators and Architects,125460.0,46.21,96110.0,45.07,93750.0,51800.0,148060.0
2019,US,15-1251,Computer Programmers,199540.0,44.53,92610.0,41.61,86550.0,50150.0,140250.0
2019,US,15-1256,Software Developers and Software Quality Assurance Analysts and Testers,1406870.0,53.66,111620.0,51.69,107510.0,64240.0,164590.0
2019,US,15-1257,Web Developers and Digital Interface Designers,148340.0,39.6,82370.0,35.46,73760.0,39550.0,142080.0
2019,US,15-1299,"Computer Occupations, All Other",393160.0,44.43,92410.0,42.57,88550.0,43780.0,146440.0
2019,US,15-2011,Actuaries,22260.0,58.16,120970.0,52.09,108350.0,64860.0,193600.0
2019,US,15-2021,Mathematicians,2630.0,51.57,107280.0,50.5,105030.0,58100.0,162060.0
2019,US,15-2031,Operations Research Analysts,99680.0,43.56,90600.0,40.78,84810.0,48670.0,140790.0
2019,US,15-2041,Statisticians,39090.0,46.0,95680.0,43.83,91160.0,52690.0,146770.0
2019,US,15-2098,"Data Scientists and Mathematical Science Occupations, All Other",30810.0,48.35,100560.0,45.33,94280.0,52720.0,158060.0
2019,US,17-1011,"Architects, Except Landscape and Naval",105850.0,43.06,89560.0,38.82,80750.0,48700.0,137620.0
2019,US,17-1012,Landscape Architects,20280.0,35.56,73970.0,33.35,69360.0,42320.0,112290.0
2019,US,17-1021,Cartographers and Photogrammetrists,11300.0,33.55,69790.0,31.47,65470.0,41670.0,103380.0
2019,US,17-1022,Surveyors,45220.0,32.66,67920.0,30.49,63420.0,36110.0,104850.0
2019,US,17-2011,Aerospace Engineers,63200.0,57.32,119220.0,56.01,116500.0,72450.0,166620.0
2019,US,17-2021,Agricultural Engineers,1550.0,47.26,98290.0,38.81,80720.0,47330.0,160950.0
2019,US,17-2031,Bioengineers and Biomedical Engineers,19780.0,46.68,97090.0,43.95,91410.0,55280.0,148210.0
2019,US,17-2041,Chemical Engineers,30120.0,56.29,117090.0,52.3,108770.0,66810.0,176090.0
2019,US,17-2051,Civil Engineers,310850.0,45.36,94360.0,41.86,87060.0,55380.0,144560.0
2019,US,17-2061,Computer Hardware Engineers,67880.0,59.15,123030.0,56.36,117220.0,68460.0,185240.0
2019,US,17-2071,Electrical Engineers,185570.0,49.75,103480.0,47.37,98530.0,63020.0,155880.0
2019,US,17-2072,"Electronics Engineers, Except Computer",128800.0,52.99,110210.0,50.76,105570.0,66620.0,164210.0
2019,US,17-2081,Environmental Engineers,53150.0,45.3,94220.0,42.72,88860.0,54330.0,142070.0
2019,US,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",25860.0,45.58,94810.0,43.95,91410.0,53650.0,143880.0
2019,US,17-2112,Industrial Engineers,291710.0,44.55,92660.0,42.32,88020.0,57290.0,134070.0
2019,US,17-2121,Marine Engineers and Naval Architects,11360.0,47.47,98730.0,44.42,92400.0,65440.0,147710.0
2019,US,17-2131,Materials Engineers,26820.0,47.06,97890.0,44.88,93360.0,57340.0,148960.0
2019,US,17-2141,Mechanical Engineers,306990.0,44.97,93540.0,42.51,88430.0,57130.0,138020.0
2019,US,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",6280.0,46.63,96990.0,43.83,91160.0,52160.0,151230.0
2019,US,17-2161,Nuclear Engineers,15850.0,58.03,120700.0,54.55,113460.0,71860.0,179430.0
2019,US,17-2171,Petroleum Engineers,32620.0,75.37,156780.0,66.21,137720.0,79270.0,
2019,US,17-2199,"Engineers, All Other",152340.0,49.26,102460.0,47.62,99040.0,53730.0,158830.0
2019,US,17-3011,Architectural and Civil Drafters,98800.0,27.92,58080.0,27.09,56340.0,35890.0,82230.0
2019,US,17-3012,Electrical and Electronics Drafters,24140.0,31.6,65720.0,29.58,61530.0,37770.0,100650.0
2019,US,17-3013,Mechanical Drafters,55210.0,29.09,60500.0,27.43,57060.0,36350.0,92010.0
2019,US,17-3019,"Drafters, All Other",14600.0,26.37,54840.0,25.4,52830.0,33450.0,80430.0
2019,US,17-3021,Aerospace Engineering and Operations Technologists and Technicians,11540.0,32.86,68340.0,31.74,66020.0,41680.0,99970.0
2019,US,17-3022,Civil Engineering Technologists and Technicians,68870.0,26.67,55480.0,25.68,53410.0,33880.0,80650.0
2019,US,17-3023,Electrical and Electronic Engineering Technologists and Technicians,122550.0,31.84,66240.0,31.38,65260.0,39190.0,96690.0
2019,US,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,14290.0,29.53,61420.0,28.05,58350.0,36520.0,93450.0
2019,US,17-3025,Environmental Engineering Technologists and Technicians,18010.0,26.32,54740.0,24.34,50620.0,32610.0,82930.0
2019,US,17-3026,Industrial Engineering Technologists and Technicians,67110.0,28.56,59400.0,27.19,56550.0,35850.0,87790.0
2019,US,17-3027,Mechanical Engineering Technologists and Technicians,42820.0,28.44,59160.0,27.4,56980.0,35140.0,88640.0
2019,US,17-3031,Surveying and Mapping Technicians,53030.0,23.32,48500.0,21.64,45010.0,28410.0,75190.0
2019,US,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",88330.0,31.7,65940.0,30.28,62990.0,35960.0,99790.0
2019,US,19-1011,Animal Scientists,2690.0,32.96,68570.0,28.99,60300.0,38260.0,111740.0
2019,US,19-1012,Food Scientists and Technologists,13460.0,36.63,76190.0,33.16,68970.0,40360.0,124660.0
2019,US,19-1013,Soil and Plant Scientists,14150.0,33.58,69860.0,30.39,63200.0,38410.0,111480.0
2019,US,19-1021,Biochemists and Biophysicists,31360.0,52.01,108180.0,45.43,94490.0,50620.0,182870.0
2019,US,19-1022,Microbiologists,18270.0,39.79,82760.0,36.37,75650.0,43500.0,133280.0
2019,US,19-1023,Zoologists and Wildlife Biologists,19250.0,32.31,67200.0,30.42,63270.0,38880.0,101780.0
2019,US,19-1029,"Biological Scientists, All Other",40100.0,42.11,87590.0,39.53,82220.0,48670.0,133080.0
2019,US,19-1031,Conservation Scientists,22070.0,32.23,67040.0,30.12,62660.0,39270.0,98060.0
2019,US,19-1032,Foresters,9510.0,30.42,63270.0,29.71,61790.0,38890.0,90080.0
2019,US,19-1041,Epidemiologists,7410.0,37.64,78290.0,34.13,70990.0,44000.0,119290.0
2019,US,19-1042,"Medical Scientists, Except Epidemiologists",127180.0,47.49,98770.0,42.69,88790.0,49020.0,159680.0
2019,US,19-1099,"Life Scientists, All Other",6450.0,41.29,85890.0,36.49,75910.0,39380.0,145510.0
2019,US,19-2011,Astronomers,2070.0,58.79,122270.0,55.09,114590.0,59420.0,185780.0
2019,US,19-2012,Physicists,16730.0,63.02,131080.0,59.06,122850.0,62470.0,201990.0
2019,US,19-2021,Atmospheric and Space Scientists,9290.0,46.71,97160.0,45.86,95380.0,49700.0,147160.0
2019,US,19-2031,Chemists,83530.0,40.46,84150.0,37.32,77630.0,44460.0,133690.0
2019,US,19-2032,Materials Scientists,6710.0,48.28,100430.0,46.54,96810.0,51950.0,157780.0
